,证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,
78643,833160.OC,2014,2015-08-05,兴业证券股份有限公司,非高新产业区,医药制造业,,2015,8,鲁班药业,64570497.83,22499503.42,50147037.06,28706550.15,741559.56,8841561.78,576103.27,8819711.32,469382.18,8350329.14,4735902.03,2946461.16,32019435.8,14.9495,2623668.94,,-5382479.56,-1400899.49,-601341.82,,,,1
78644,833161.OC,2014,2015-08-07,西南证券股份有限公司,中关村科技园区,商务服务业,,2015,8,神州英才,15742505.63,12403574.95,33619827.81,19857063.46,4822951.62,6376253.48,218037.46,2233777.32,394436.25,1839341.07,2763039.2,1554305.08,391945.06,18.2088,180996.87,39939.96,,7001302.56,-7899787.81,,,,1
78645,833162.OC,2014,2015-08-11,申万宏源证券有限公司,非高新产业区,生态保护和环境治理业,,2015,8,港力环保,15280920.09,12376880.07,18622704.38,13274791.03,190780.17,2275031.41,7756.05,2008700.94,-7143.08,2015500,-2372277.95,6815028.41,411794.09,14.4545,112929.87,45796.83,-2934097.77,454892.42,-2240258.88,,,,1
78646,833163.OC,2014,2015-08-06,中银国际证券有限责任公司,非高新产业区,互联网和相关服务,,2015,8,齐顺科技,59931124.33,26286128.65,101072348.82,85266715.63,1808298.97,7493519.94,735756.56,4075513.27,289196.01,3786317.26,-18130660.41,28153526.55,2281660.51,7.4486,383772.64,,,-13355381.83,-11096508.74,,,,1
78647,833164.OC,2014,2015-08-06,东方花旗证券有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,琥珀股份,77497270.46,58795509.2,65921089.36,38115258.99,8915837.98,8807098.49,-169791.65,10034502.67,1060040.76,8974461.91,10667484.28,19228224.14,23174429.26,11.8903,1362764.89,97973.28,-624414.3,3053059.43,-2917277.1,,,,1
78648,833165.OC,2014,2015-08-13,广发证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,智科股份,25938199.91,16563741.53,34456963.58,22578234.21,2074487.58,5984957.85,-4622.91,3634703.73,556582.46,3078121.27,-6552702.81,12290034.16,2913583.77,17.1203,441511.21,52259.89,-3111929.86,-5838169.6,-1763162.17,,,,1
78649,833166.OC,2014,2015-08-11,申万宏源证券有限公司,非高新产业区,专业技术服务业,,2015,8,华证联,8014969.01,6584917.83,9684236.34,2027252.25,1112917.66,3970186.97,-1925.39,1781672.99,4847.25,1776825.74,2173678.44,2334704.4,1972490.73,28.183,674979.11,277784.53,33717.48,-1591496,933651.4,,,,1
78650,833167.OC,2014,2015-08-11,东北证券股份有限公司,非高新产业区,生态保护和环境治理业,,2015,8,乐邦科技,22369733.46,13081199.77,11064320.67,7787649.42,452161.72,1069678.69,15855.7,1036153.88,914099.13,122054.75,2323629.06,7708711.88,815161.01,5.0876,271197.74,,1012319.5,6223593.72,-6454906.66,,,,1
78651,833168.OC,2014,2015-08-11,东北证券股份有限公司,非高新产业区,商务服务业,,2015,8,海润传播,11146147.01,10129192.48,5015125.77,2233128.98,179565.39,686772.05,-3514.74,1383594.08,391.45,1383202.63,1837888.56,1077531.94,3034778.24,13.3276,66316.5,,,-25985.98,145876.93,,,,1
78652,833169.OC,2014,2015-07-30,中泰证券股份有限公司,非高新产业区,专用设备制造业,,2015,7,鼎泰盛,206448956.2,36707152.26,160703027.36,103669774.86,15362151.33,21000825.39,4144443.44,12671992.52,473191.97,12198800.55,30563217.53,20053002.06,57076701.1,5.6936,3757708.93,684066.88,-5615823.09,59466454.23,-41116300.79,,,,1
78653,833170.OC,2014,2015-07-30,中泰证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,7,亿能达,25510935.55,21620922.97,13706405.01,3313412.73,2270183.38,6434481.02,-193535.69,2926729.2,83509.16,2843220.04,-99662.42,11177993.26,2458650.27,13.1295,241459.74,,-215973.02,-3609211.8,50001.93,,,,1
78654,833171.OC,2014,2015-08-04,光大证券股份有限公司,非高新产业区,水上运输业,,2015,8,福建国航,2970573613.23,540217815.87,1275060124.63,1255146754.21,,59116779.48,144069687.77,-219825667.37,-13441003.71,-206384663.66,213410022.17,109029820.26,2046815716.7,-6.9394,116085632.1,,1259384.5,144408151.4,-5586749.4,,,,1
78655,833172.OC,2014,2015-08-10,财通证券股份有限公司,玉溪高新区,农业,,2015,8,明珠股份,104949149.46,77499016.7,36613098.5,28444065.69,708810.06,4491770.83,1456063.23,1596155.82,91510,1504645.82,-993318.9,229007,12674962.2,1.5673,1764458.51,99514.2,-9097415.51,-21214.64,3351124.28,,,,1
78656,833173.OC,2014,2015-07-31,光大证券股份有限公司,中关村科技园区,教育,,2015,7,赢鼎教育,19825349.97,15143853.08,17046964.31,4042620.18,7626307.61,5335395.94,35381.74,299444.41,443701.08,-144256.67,614550.95,3800000,429905.19,1.7032,222646.13,16873.86,,-801611.12,833532.13,,,,1
78657,833174.OC,2014,2015-08-05,国泰君安证券股份有限公司,非高新产业区,通用设备制造业,,2015,8,沃德传动,185876190.08,92526421.87,102747306.11,66286217.89,10856700,19641611.07,5680996.62,775680.46,1306768.49,-531088.03,5074012.36,18197948.07,79504240.56,0.4247,6078292.56,,4057847.73,-9348705.4,-5304917.41,,,,1
78658,833175.OC,2014,2015-10-09,国金证券股份有限公司,中关村科技园区,互联网和相关服务,,2015,10,浩瀚深度,217333012.92,151501884.31,147138802.37,45634124.55,15985202.04,56319043.19,153220.55,27934951.96,3468617.02,24466334.94,-23725845.17,94700451.73,6235212.78,14.537,2287105.83,298531.73,-28698951.92,-31391784.36,8582305.77,,,,1
78659,833176.OC,2014,2015-09-07,申万宏源证券有限公司,非高新产业区,零售业,,2015,9,桂林五洲,530792093.49,347176905.6,124038257.62,93475512.13,12175441.99,6796002.77,3514299.45,5272411.49,10314545.9,-5042134.41,11279528.01,11066809.31,12258078.44,1.0218,5313714.97,672208.14,5380329.5,-6254468.77,517629.38,,,,1
78660,833177.OC,2014,2015-08-05,西部证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,8,时代股份,176740879.59,75802584.04,96846601.88,42922767.17,3518102.5,14742097.55,2793524.57,22230344.27,-404948.32,22635292.59,13998922.65,85972563.4,51775155.04,13.1064,3902977.53,,2282696.19,-11795828.6,-6322517.48,,,,1
78661,833178.OC,2014,2015-07-30,中泰证券股份有限公司,中关村科技园区,医药制造业,,2015,7,中美福源,24862791.89,21563537.79,8223068.68,88801.6,,10235766.03,-60777.18,-1741005.42,2847171.87,-4588177.29,-8046404.05,,1429274.64,-9.2763,616295.42,,-19773.67,-95530.6,-3380915.01,,,,1
78662,833179.OC,2014,2015-08-06,华泰证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,南京试剂,233153133.16,176205322.01,166232044.79,127905191.01,8320082.78,18363462.1,82823.55,12477097.6,3012060.76,9465000,16806447.61,10253626.49,83117677.25,5.5659,5436105.88,,-7373200.33,2790215.88,6274183.1,,,,1
78663,833180.OC,2014,2015-08-04,信达证券股份有限公司,非高新产业区,有色金属矿采选业,,2015,8,瀚丰矿业,161605156.77,98736604.7,91145385.21,69289376.06,3613739.51,11059849.9,4659739.1,969726.95,1470309.52,-500582.57,156999738.45,450489.61,82893314.68,0.4229,9708080.16,,21411130.3,112822784.37,3666103.66,,,,1
78664,833181.OC,2014,2015-08-17,国海证券股份有限公司,非高新产业区,互联网和相关服务,,2015,8,泰久信息,98612175.63,57567474.43,35112747.91,6120591.94,17430884.17,23925134.41,105367.08,-13854556.03,581084.51,-14435640.54,-18168357.19,2795634,8892791.86,-15.4398,2113437.41,71225.07,-6573728.37,1211604.23,-2960450.85,,,,1
78665,833182.OC,2014,2015-07-31,长江证券股份有限公司,非高新产业区,食品制造业,,2015,7,万星面业,82122854.62,23378779.88,42235543.35,33053034.72,2916516.46,1998108.8,3191031.55,1344423.54,784563.79,559859.75,14238304.35,10306155.39,24589253.94,1.7314,,,,,,,,,1
78666,833183.OC,2014,2015-08-13,广发证券股份有限公司,非高新产业区,商务服务业,,2015,8,超凡股份,44900696.67,21298143.08,126946623.51,55477639.15,48792499.97,12700808.98,13246.81,8838921.16,4899079.17,3939841.99,15163610.58,3839660.82,1418724.19,25.3231,415173.76,,,-10354476.63,17540070.14,,,,1
78667,833184.OC,2014,2015-08-04,西部证券股份有限公司,洛阳高新区,通用设备制造业,,2015,8,润环科技,30464439.26,6995150.78,7623225.06,4447025.31,100509,1991840.08,960896.17,226244.31,-6670.53,232914.84,-975775.03,2573256.17,4264847.11,0.9841,521231.64,,215613.62,-1326221.43,-1377683.43,,,,1
78668,833185.OC,2014,2015-08-06,国元证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,8,富煌科技,35120751.26,13034133.18,36800001.14,19557259.13,3677060.13,13285562.64,707888.36,2832381.03,368020.06,2464360.97,-2484884.91,6279543.21,715271.92,8.8246,152438.43,35118.37,-2191166.92,1855307.4,-3770232.83,,,,1
78669,833186.OC,2014,2015-07-31,中航证券有限公司,包头稀土高新技术产业开发区,其他制造业,,2015,7,宏远电器,218453320.82,99199366.56,201241020.74,142309367.2,2873169.57,19694110.87,1151397.57,30044773.4,179785.84,29864987.56,23678162.21,45311034.37,10345219.61,14.9553,1524425.42,184822.8,-31041712.38,3470778.22,18131488.23,,,,1
78670,833187.OC,2014,2015-08-14,浙商证券股份有限公司,非高新产业区,木材加工和木、竹、藤、棕、草制品业,,2015,8,九川竹木,186497648.31,58031271.74,75454873.66,54246296.53,3668631.94,9652164.11,4469893.89,5810287.55,3152433.82,2657853.73,34771385.62,10300242.49,103576046.9,3.6066,2380384.09,,-13644084.72,12127977.72,23587377.31,,,,1
78671,833188.OC,2014,2015-08-07,东北证券股份有限公司,非高新产业区,文化艺术业,,2015,8,画店文化,8142303.99,6094505.21,11554106.47,9091033,651757.4,291203.4,1493.68,1098262.47,229.37,1098033.1,466680.56,1180750.23,513818.12,14.4391,1764.88,,-1546577,3757323,-2853037.87,,,,1
78672,833189.OC,2014,2015-08-17,东吴证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,达诺尔,58199989.39,52605630.84,26187201.46,13302928.84,979868.1,4778322.52,-202433.66,5681927.47,312162.06,5369800,9745339.47,7720611.59,8724652.44,10.291,1543978.34,,-18282.01,521004.59,904559.14,,,,1
78673,833190.OC,2014,2015-08-17,申万宏源证券有限公司,非高新产业区,软件和信息技术服务业,,2015,8,华生科技,58314659.12,35324198.88,41503232.03,20308906.19,2076365.92,12373361.6,893895.45,6127654.93,1061555.38,5066099.55,19373782.11,9148235.1,4330107.57,11.4135,405477.64,807544.75,,7891094.84,1025309.78,,,,1
78674,833191.OC,2014,2015-08-21,申万宏源证券有限公司,成都高新区,通用设备制造业,,2015,8,博世德,32355664.64,10196233.27,22938891.1,14935814.22,736186.24,3886875.09,270315.5,2708372.19,605000,2103372.19,-1582607.76,17699578,498215.87,12.858,165382.1,,-2478950.35,-22104139.32,19930107.59,,,,1
78675,833192.OC,2014,2015-08-20,申万宏源证券有限公司,非高新产业区,软件和信息技术服务业,,2015,8,佑康股份,16066117.63,15044157.89,6192487.63,1356422.84,1148275.84,2770797.53,33055.48,893225.3,-68000,961225.3,496231.69,3111585.14,784147.74,5.9987,276782.35,159999.96,524493.4,748494.81,-2426480.9,,,,1
78676,833193.OC,2014,2015-08-12,中国银河证券股份有限公司,中关村科技园区,专用设备制造业,,2015,8,盈和科技,43614796.22,30342124.18,8104652.76,5101168.4,2032474.06,10972298.07,298400.99,-2713745.34,3222778.99,-5936524.33,-21222916.03,6061272.34,11251535.76,-12.3554,906909.84,243072.6,-5215855.26,-7061965.49,-3571613.25,,,,1
78677,833194.OC,2014,2015-08-11,海通证券股份有限公司,非高新产业区,娱乐业,,2015,8,碧螺塔,37129695.99,19774710.09,14059406.44,2041822.48,7742083.66,4229939.07,1235932.2,1849094.69,3108476.23,-1259400,10122822.81,570000,7237989.25,4.8258,3555596.83,2319295.04,162641.03,8241089.17,-5008841.84,,,,1
78678,833195.OC,2014,2015-08-17,东北证券股份有限公司,非高新产业区,医药制造业,,2015,8,天强制药,86643389.93,36990400.6,59658978.04,45426758.9,6923039.75,8448762.36,437810.61,2584618.16,4686148.19,-2101530.03,13399399.48,17559293.39,27570552.44,3.2739,2636244.27,,7554008.03,-13309664.1,12731542.16,,,,1
78679,833196.OC,2014,2015-07-31,大通证券股份有限公司,非高新产业区,医药制造业,,2015,7,荣邦医疗,70244787.76,20174884.76,47792330.64,36747378.24,3370405.24,5620348.34,1379171.27,935483.51,913779.37,21704.14,10983499.31,3426419.24,13622172.98,1.8052,1297907.21,14676.04,-200901.21,-2876015.57,2423419.31,,,,1
78680,833197.OC,2014,2015-08-11,财通证券股份有限公司,非高新产业区,非金属矿物制品业,,2015,8,天晟股份,166920572.62,63886978.07,91756370.76,70126559.01,184875.92,12658551.59,3018187.29,3915452.47,118665.92,3796786.55,14991925.77,11455848.75,58210481.27,2.5139,7835992.32,221953.8,-4408694.54,-8050300.86,12201380.75,,,,1
78681,833198.OC,2014,2015-08-11,中国民族证券有限责任公司,中关村科技园区,广播、电视、电影和影视录音制作业,,2015,8,奋斗传媒,9293990.45,5348719.57,11443671.25,6701329.74,1806817.78,2531961.45,27043.64,537084.32,279858.74,257225.58,1478991.44,145454.5,687097.85,6.5519,128770.2,,-490835.13,2085763,-532311.96,,,,1
78682,833199.OC,2014,2015-08-11,东吴证券股份有限公司,非高新产业区,专用设备制造业,,2015,8,灵岩医疗,20400555.85,16632161.46,9614802.73,6181410.04,564915.17,1938248.46,23863.06,888227.52,48856.48,851600,-978533.22,2790878.32,4084912.36,5.9433,139816.16,,-1736693.31,3437677.92,-3537338.25,,,,1
78683,833200.OC,2014,2015-08-17,申万宏源证券有限公司,非高新产业区,专用设备制造业,,2015,8,宏业农装,75465541.13,18838521.82,91137690.23,72572439.27,2495213.13,7091638.95,2138208.2,4775943.03,39230.1,4736700,4643492.19,14847827.34,17358960.02,6.3422,3726912.51,,1428786.2,-14881.91,-7592483.9,,,,1
78684,833201.OC,2014,2015-08-10,申万宏源证券有限公司,非高新产业区,互联网和相关服务,,2015,8,仁盈科技,19939578.71,14230357.58,24324671.95,9954127.64,1670960.82,6546880.62,290924.89,5798237.54,-55595.9,5853833.44,-5629607.06,12627375.33,102658.1,29.4419,97685.33,,-1589109.66,-8174073.33,-2486727.04,,,,1
78685,833202.OC,2014,2015-08-11,万联证券有限责任公司,非高新产业区,通用设备制造业,,2015,8,佳科股份,51300904.58,36329702.32,22883111.07,15282031.65,768210.85,4158541.02,732871.78,1562597.64,124208.37,1438389.27,-4444217.96,15948479.56,4471395.13,4.1856,1225191.96,117000,-4473846.25,-5302769.84,1428355.23,,,,1
78686,833203.OC,2014,2015-08-05,中泰证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,8,威尔克,22613010.06,22225623.28,5297328.95,3344773.7,1468955.51,2322680.03,-2641.73,-1175153.9,305096.06,-1480249.96,657294.7,146300,14272023.48,-7.4753,491250.01,6250,158269.96,1151000,425280.35,,,,1
78687,833204.OC,2014,2015-08-11,国联证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,8,百事达,39594195.79,13181255.8,75015351.17,62560593.36,2151100.83,9418390.66,245029.51,1487645.77,223983.73,1263662.04,-366972.53,6032940.31,3559874,1.2971,518431.24,38163.93,5225423.72,6207106.98,-12246222.11,,,,1
78688,833205.OC,2014,2015-08-07,海通证券股份有限公司,非高新产业区,互联网和相关服务,,2015,8,博采网络,14464605.76,10192228.51,15463311.97,2836452.75,4219375.65,3799161.31,-245269.41,3464663.23,-7073.62,3471736.85,1306546.71,2245507.08,256259.05,35.6063,103795.29,,,-4358132.78,2003602.07,,,,1
78689,833206.OC,2014,2015-08-13,西藏同信证券股份有限公司,非高新产业区,商务服务业,,2015,8,影达传媒,30234996.06,16194015.03,2615720.77,1834807.23,29889.1,2178462.41,4568.76,-989242.46,117073.92,-1106000,92492.09,559114.55,1280715.85,-3.4016,300273,,-878484.21,-1344536.37,3296423.75,,,,1
78690,833207.OC,2014,2015-08-18,西部证券股份有限公司,中关村科技园区,研究和试验发展,,2015,8,中科生物,29558247.91,21995475.98,14780744.43,6550142.91,96491.9,6509303.7,-25992.28,2435449.04,1020367.98,1415081.06,-5869780.16,1276915.9,1191733.05,8.6552,4178452.1,,1089603.56,-623639.24,-13063528.71,,,,1
78691,833208.OC,2014,2015-09-24,广发证券股份有限公司,非高新产业区,互联网和相关服务,,2015,9,良品电商,8168933.69,5781541.61,7329543.39,4496230.15,1005089.74,1666926.19,-5150.23,80758.48,8306.99,72451.49,739537.41,815153.08,1284907.85,1.6766,113353.23,21666.68,,-436690.42,953159.88,,,,1
78692,833209.OC,2014,2015-08-10,国海证券股份有限公司,非高新产业区,土木工程建筑业,,2015,8,苏州园林,891863280.89,302035858.43,513038452.57,385607567,1348759.59,14800423.51,7466255.31,61486043.28,966900,60519145.81,35145784.14,300033843.26,2118829.94,8.0411,775380.66,6953.33,-68322321.29,-79722531.32,109720448.84,,,,1
78693,833211.OC,2014,2015-08-13,太平洋证券股份有限公司,非高新产业区,医药制造业,,2015,8,海欣药业,146315674.99,82445091.47,112565884.88,39070036.43,36557013.56,20874860.89,1393693.45,11308501.16,61244.86,11247256.3,31928566.72,2700732.5,61447731.17,8.0726,5986374.37,,-1773359.16,5762106.88,9998184,,,,1
78694,833212.OC,2014,2015-08-14,国信证券股份有限公司,非高新产业区,通用设备制造业,,2015,8,捷瑞流体,67546603.08,17417227.13,56087979.33,36955945.52,632186.57,11079687.98,1395525.3,3765327.07,-38334.23,3803700,411696.84,29236898.44,17313303.11,6.2349,3201138.32,,-13227288.73,-2569896.29,8001774.15,,,,1
78695,833213.OC,2014,2015-08-10,东吴证券股份有限公司,合肥高新区,仪器仪表制造业,,2015,8,翼迈科技,31000007.35,22154528.68,21717209.32,13140627.9,1861721.56,4116693.83,-38621.33,4760179.07,974673.45,3785505.62,5741662.65,17211671.59,2155257.57,17.1311,414999.54,,687500.57,-1905363.71,1601600.03,,,,1
78696,833214.OC,2014,2015-08-25,申万宏源证券有限公司,非高新产业区,专用设备制造业,,2015,8,汇乐环保,9236021.15,4781860.34,15948341.05,7506615.44,2777485.13,5094091.21,23670.89,396178.53,102693.6,293484.93,-546193.15,1852041.92,332508.44,6.1053,203709.85,,-2863935.63,-1628915.42,3289214.2,,,,1
78697,833215.OC,2014,2015-08-20,西部证券股份有限公司,非高新产业区,食品制造业,,2015,8,红星美羚,289056987,99478839.39,200520910.47,140764485.64,21270253.34,7235996.02,6354009.44,18925644.61,1093100,17832500,40545335.3,40517207.02,139188481.68,6.9629,5532335.5,420000,16880565.07,-33326223.95,23427118.62,,,,1
78698,833216.OC,2014,2015-08-26,中国民族证券有限责任公司,非高新产业区,商务服务业,,2015,8,海涛股份,118628527.73,24962015.83,849446692.37,823106935.18,20715658.69,3008235.3,255435.69,4559327.9,4261509.27,297818.63,-18052461.72,39855076.7,381422.33,5.9093,110688.03,,,-101336042.98,78387278.04,,,,1
78699,833217.OC,2014,2015-08-14,湘财证券股份有限公司,非高新产业区,互联网和相关服务,,2015,8,九叶科技,2013660.67,1650103.77,738280.19,304890.27,354265.84,910669.93,756.62,-845830.11,-5365.81,-840464.3,-3117792.83,202759.54,84569.29,-73.4162,567.69,,,-122317.18,-2156054.63,,,,1
78700,833218.OC,2014,2015-08-11,财通证券股份有限公司,非高新产业区,互联网和相关服务,,2015,8,优森股份,20865482.84,11921749.48,7784527.07,5702516.59,851459.55,4561200.54,111878.62,-3386138.25,-2503859.05,-882279.2,-2521406.87,882393.76,2372448.6,-24.1244,264912.75,,-579415.95,-622480.2,-1175223.44,,,,1
78701,833219.OC,2014,2015-08-10,申万宏源证券有限公司,非高新产业区,软件和信息技术服务业,,2015,8,软汇科技,12616227.61,11054273.97,10121460.77,3429513.77,888695.85,2630168.67,-678.19,4435621.23,1346174.32,3170064.41,8578874.52,1885311.26,32766.49,43.5441,15624.84,,444844.05,2558586.58,2054608.66,,,,1
78702,833220.OC,2014,2015-08-10,海通证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2015,8,思比科,244455951.25,100519372.71,378762836.5,319310748.36,17750267.79,32087349.83,5272631,4958561.63,2027184.6,2931400,-14257587.89,32818538.27,9957301.38,2.0918,2750218.52,8884.06,-15767503.2,6267795.4,-24478260.88,,,,1
78703,833221.OC,2014,2015-08-10,申万宏源证券有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,艾为电子,51415029.08,35740329.89,58359640.46,27479800.75,6342688.1,20293189.49,295064.32,1165129,1049807.19,115321.81,9736150.45,6196719.24,2399073.01,2.1841,851299.36,,-1608960.34,522513.35,5687445.81,,,,1
78704,833222.OC,2014,2015-08-10,东吴证券股份有限公司,非高新产业区,土木工程建筑业,,2015,8,基业园林,366775500.6,60327917.58,522821570.21,453202170.7,,25017667.37,2933355.57,19145639.71,-547991.66,19693631.37,109879.98,64051443.78,11026211.26,5.8884,1021362.85,,-66484826.66,-5290206.12,50665856.68,,,,1
78705,833223.OC,2014,2015-08-12,平安证券有限责任公司,非高新产业区,商务服务业,,2015,8,杰尔斯,138885792.26,36826623.43,129619537.45,86493808.18,1572796.71,16569876.33,1608490.93,13364615.49,123043.75,13241571.74,1849271.85,54334973.65,3848687.88,10.8535,379657.62,213492.14,-7264458.41,-8358726.36,277676.59,,,,1
78706,833224.OC,2014,2015-08-18,安信证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,8,唐北电瓷,39368282.91,20737345.58,21727242.29,17530127.23,2181762.96,1490533.69,223998.51,416643.39,415744.96,898.43,4331303.23,16823190.43,6253242.09,1.1907,533636.66,19310,3154736.23,-6178908.38,6084722.39,,,,1
78707,833225.OC,2014,2015-08-14,海通证券股份有限公司,非高新产业区,造纸和纸制品业,,2015,8,赛特股份,88038226.74,65797054.09,61497928.72,45358267.79,1850099.62,2690174.61,802550.24,7403814.83,-52308.32,7443046.07,9324491.94,16226829.71,6720115.38,9.0437,585012.1,,-10796274.58,10926591.1,355793.47,,,,1
78708,833226.OC,2014,2015-08-11,申万宏源证券有限公司,非高新产业区,印刷和记录媒介复制业,,2015,8,达美程,158906679.31,51411642.33,97752160.92,77671883.97,7279145.83,8120560.98,5665651.03,1376569.12,2164487.47,-787918.35,30816353.3,20304849.2,71418561.74,0.7975,5370597.01,66240.85,631518.3,40861093,-23663685.86,,,,1
78709,833227.OC,2014,2015-08-07,中国银河证券股份有限公司,郑州高新区,建筑安装业,,2015,8,博元电力,169607124.91,77739295.33,153487237.8,125168680.84,2117768.54,12136280.33,543943.09,303723.31,-40723.87,344447.18,21196211.64,52750980.09,17222465.22,0.6365,3381966.38,,4216933.09,-6360550.43,11676595.89,,,,1
78710,833228.OC,2014,2015-08-18,平安证券有限责任公司,中关村科技园区,批发业,,2015,8,中电国服,60277794.26,31882887.86,230759428.78,209001740.86,5417698.98,9931592.22,-1079698.41,4147086.88,995937.63,3151613.16,-2819766.07,3346221.72,903070.98,11.8335,273829.39,229685.01,,-7083082.26,-1906424.56,,,,1
78711,833229.OC,2014,2015-08-07,平安证券有限责任公司,非高新产业区,印刷和记录媒介复制业,,2015,8,龙利得,670064275.91,289598360.32,481289874.76,372140567.05,19407119.78,33256051.34,16013289.57,35303445.63,2976486.24,32327000,38493317.48,59937391.54,187835681.51,5.8231,17868316.73,811059.39,-36309711.81,-59415093.26,63220616.78,,,,1
78712,833230.OC,2014,2015-08-18,申万宏源证券有限公司,非高新产业区,医药制造业,,2015,8,欧康医药,65133221.87,39513193.24,60900577.85,49602758.28,1106969.11,7293092.41,466091.77,2681868.22,234848.72,2447019.5,-1606649.46,5385941.56,20664741.81,4.679,,,,,,,,,1
78713,833231.OC,2014,2015-08-11,东吴证券股份有限公司,苏州高新区,专用设备制造业,,2015,8,天准科技,159507311.25,106906693.98,177122676.03,79993511.47,15302475.75,40620915.01,949094.36,51759402.02,12045278.03,39714123.99,42834564.31,14617036.92,17224683.52,41.2792,1957170.32,528477.52,-24157597.22,-5336699.19,16253241.72,,,,1
78714,833232.OC,2014,2015-08-19,长城证券股份有限公司,非高新产业区,土木工程建筑业,,2015,8,城中园林,212941261.54,47922890.14,130943693.22,103501767.76,831225,8907945.26,7276068.09,1230460.23,629788.42,639400,-62925484.06,84315838.76,15470506.5,0.5333,2563989.85,,-11018063.01,-28279478.74,-39565525.23,,,,1
78715,833234.OC,2014,2015-08-18,申万宏源证券有限公司,非高新产业区,专用设备制造业,,2015,8,美创医疗,16820306.17,14011656.69,16049672.64,6546203.17,2568662.96,2821455.79,-5558.21,3195094.27,74827.05,3120267.22,809586.35,1608032.35,2081135.89,24.1928,321281.33,18742.1,-207469.1,-740609.75,-1965107.35,,,,1
78716,833235.OC,2014,2015-08-12,华融证券股份有限公司,非高新产业区,农副食品加工业,,2015,8,ST瑞泽,43881864.82,10105974.81,19966795.16,10899024.88,1077743.55,1135861.29,4876609.31,1940590.97,-24946.02,1965536.99,-22881528.45,1191148,11967021.82,7.199,453034.6,,-19560959.73,-7478282.15,-3133394.05,,,,1
78717,833236.OC,2014,2015-11-03,上海证券有限责任公司,非高新产业区,化学原料和化学制品制造业,,2015,11,江亚消防,21903260.78,13004927.38,31187025.89,14235404.83,10773134.48,5275459.42,362000.13,707970.24,-483441.68,1191411.92,3409185.27,7588155.73,3575071.13,2.5414,372446.69,,-523781.06,10005854.13,-7616185.27,,,,1
78718,833237.OC,2014,2015-08-13,中信建投证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,8,国路安,38785653.19,24187353.81,31807851.77,9445331.75,3344583.85,7904097.75,304288.28,9507221.62,33553.89,9473667.73,-2397743.22,29597338.1,194724.61,36.1767,110681.06,3381.21,-336946,-17941119.82,4204612.26,,,,1
78719,833238.OC,2014,2015-08-19,招商证券股份有限公司,非高新产业区,土木工程建筑业,,2015,8,森维园林,85923457.8,35526754.01,72021816.06,56737021.89,1427555.37,4143327,1736773.27,4885204.92,578577.81,4306627.11,-8916095.26,5377001.89,73491.87,7.0527,20977.81,88550,-32193327.55,-1232128.71,18571152.73,,,,1
78720,833239.OC,2014,2015-08-07,长江证券股份有限公司,非高新产业区,农副食品加工业,,2015,8,晨科农牧,231637853.9,42970289,820006994.18,791512989.91,6711981.37,10274993.7,4475598.59,795869.43,126240.63,669628.8,29046776.12,3112882.4,96107770.36,1.6598,5136192.57,,-31708954.65,-4706360.95,52102227.31,,,,1
78721,833240.OC,2014,2015-08-17,方正证券股份有限公司,非高新产业区,专用设备制造业,,2015,8,弛达科技,20397978.69,11519706.56,19876446.26,15295663.81,215955.23,3126170.11,-10840.01,429148.54,54498.5,374650.04,-4306861.69,13509479.44,911864.37,3.1,378487.6,163253.47,-1528400.82,-11128572.06,6880004.57,,,,1
78722,833241.OC,2014,2015-08-18,上海华信证券有限责任公司,非高新产业区,化学原料和化学制品制造业,,2015,8,和成显示,295385779.42,174310746.67,160733907.75,110544176.21,6966813.09,29293591.28,2866897.6,17077778.14,9636280.21,7441497.93,19473879.57,42942513.59,109745885.67,6.2436,10491252.05,0,2323515.29,-6964413.34,-7007794.73,,,,1
78723,833242.OC,2014,2015-08-10,国泰君安证券股份有限公司,非高新产业区,广播、电视、电影和影视录音制作业,,2015,8,领航传媒,86692819.97,70384839.57,131551092.27,113058280.11,2529690.98,7744199.91,-203082.55,7887499.91,-10512.53,7898012.44,16397791.35,234889.99,17239037.49,11.1527,2106163.88,337656.84,2826771.44,2183135.43,835883.16,,,,1
