,证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,
48153,430092.OC,2010,2011-06-21,申万宏源证券有限公司,中关村科技园区,互联网和相关服务,,2011,6,金刚游戏,9916439.89,9577902.91,6589084.77,2581077.6,1042313.22,2345681.63,1105.15,2498523.39,-20393.55,2518916.94,5431316.95,1589277.43,128512.57,26.6236,60458.87,,669318.44,5061143.66,-1339365.01,,,,1
48154,430093.OC,2010,2011-07-08,西部证券股份有限公司,中关村科技园区,电信、广播电视和卫星传输服务,,2011,7,掌上通,64322497.37,36244807.23,92644009.69,55322323.44,6264990.2,18876488.8,1232329.29,5657995.5,1768640.01,3889355.49,11078198.13,18991439.22,1442307.89,8.768,774451.14,,,3293373.81,-2009797.79,,,,1
48155,430094.OC,2010,2011-07-28,上海证券有限责任公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2011,7,确安科技,63503116.76,39618764.46,17458344.17,6475574.32,763841.64,7850920.24,-2915.12,4601302.57,815794.2,3785508.37,8566280.28,3829064.12,12544630.11,8.4555,3533423.8,626411.44,-1090896.24,1090625.88,316653.98,,,,1
48156,430095.OC,2010,2011-08-19,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2011,8,航星股份,26573164.42,16864720.72,73822150.28,68890615.53,141813.2,2913759.11,483506.64,1661217.1,,,3974955.71,5520138.08,140498.5,5.5828,73687.67,,241806.43,9371685.27,-8396570.77,,,,1
48157,430096.OC,2010,2011-08-30,山西证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2011,8,航天宏达,7084189.63,6705081.32,8590084.36,4255524.35,242450.54,3725807.13,10631.72,278844.55,199805.25,79039.3,706981.45,874591.22,1630838.89,4.1045,363403.18,91333.33,1231667.41,-1328110.73,110357.09,,,,1
48158,430097.OC,2010,2011-10-19,申万宏源证券有限公司,中关村科技园区,专用设备制造业,,2011,10,赛德丽,32619789.3,18042675.11,30539168.09,20059970.38,1146624.16,2948812.21,5116.53,4381463.58,-9353.67,4390817.25,-3772133.24,3975229.75,667897.08,16.0971,114965.3,,-3569578.75,-2105113.89,-2780018.9,,,,1
48159,430098.OC,2010,2011-11-02,申万宏源证券有限公司,中关村科技园区,非金属矿物制品业,,2011,11,大津股份,31265737.57,17554098.65,13488442.19,3440423.21,2903754.45,3660885.41,3925.96,3768333.02,596996.83,3171336.19,9458545.61,871034.47,6804124.51,14.7086,148496.42,16666.6,-1509357.4,308233.62,7048206.12,,,,1
48160,430099.OC,2010,2011-11-08,金元证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2011,11,理想固网,9910277.12,5088806.15,11047219.68,9516371.89,264569.77,1105169.15,22174.79,119682.25,-2000,121682.25,438566.43,458835.65,571059.7,1.3942,62166.55,,299361.31,-633005.06,510755.41,,,,1
48161,430100.OC,2010,2011-12-02,中国银河证券股份有限公司,中关村科技园区,专业技术服务业,,2011,12,九尊能源,12408622.2,6331564.26,13370537.86,8261064.52,,3415344.72,-21945.34,1283372.04,0,1283372.04,1346899.16,4184232.09,674531.38,13.3479,95509.05,,-779248.83,-2558509.04,3284269.26,,,,1
48162,430101.OC,2010,2011-12-02,安信证券股份有限公司,中关村科技园区,专用设备制造业,,2011,12,泰诚信,40534558.1,13861597.42,33915497.61,17895147.3,2360372.3,5531389.32,-19419.81,7779078.36,0,7779078.36,16114940.85,3715198,934138.31,24.6054,289040.03,323777.01,-3231532.04,95886.66,10684957.54,,,,1
48163,430102.OC,2010,2011-12-27,浙商证券股份有限公司,中关村科技园区,专业技术服务业,,2011,12,科若思,15738583.4,12195136.56,7155655,3040265.07,,2133869.51,-10865.46,1084960.04,0,1084960.04,-5396709.28,2808000,2842173.3,6.6665,327761.25,,,-4720855.27,-2157575.3,,,,1
55042,430115.OC,2011,2012-04-05,齐鲁证券有限公司,中关村科技园区非上市股份有限公司,材料Ⅱ,2014-10-22,2012,4,阿姆斯(退市),20615653.33,16568493.58,28142877.82,12831148.62,8562560.23,4949266.37,-8768.8,1900981.84,748577.91,1152403.93,-1800853.75,8232897.46,1811648.93,11.2042,199041.68,17500,331637.38,-4431323.88,-266285.53,2012-04-27,,,1
55048,430121.OC,2011,2012-05-16,兴业证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,5,英福美,9057770.14,6146058.62,15677922.37,7115476.72,724565.95,6232618.68,167802.73,1028075.77,-3730.86,1031806.63,-92642.39,4018369.01,352017.27,11.8353,139954.07,365317.53,,-2479399.59,359307.58,,,,1
55049,430122.OC,2011,2012-05-18,中原证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2012,5,中控智联,10660932.97,8036279.59,9250042.83,7186650.52,555456.7,1459375.42,-8077.74,701293.74,638821.3,62472.44,-801117.28,2088016.06,94805.11,8.2812,40010.55,11333.33,-226150.52,1422317.61,-2645941.92,,,,1
55050,430123.OC,2011,2012-06-08,东方花旗证券有限公司,中关村科技园区,专用设备制造业,,2012,6,速原中天,24007576.29,6618911.26,15836694.12,11840105.17,914610.54,1446162.04,448895.91,657923.91,210745.87,447178.04,-4034477.53,7961414.09,1938282.05,2.6623,308287.36,117405.9,3690820.79,-2365855.16,-7292751.7,,,,1
55051,430124.OC,2011,2012-06-08,国海证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,6,汉唐自远,33748391.38,26029774,60894780.14,47549072.48,2547372.7,7310829.46,210073,2779794.23,171888.16,2607906.07,-9306247.33,6461743.85,4260190.05,6.5012,415573.22,,300926.68,-2141290.62,-11888618.68,,,,1
55052,430125.OC,2011,2012-06-08,国泰君安证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2012,6,都市鼎点,20835881.16,15017501.74,18946057.46,12633415.9,997243.67,3192762.93,-28012.08,2043078.36,3569.81,2039508.55,3522272.09,6822670.98,404530.07,7.6208,181565.44,,-650853.26,6870883.62,-4705330.67,,,,1
55053,430126.OC,2011,2012-06-27,南京证券股份有限公司,中关村科技园区,其他服务业,,2012,6,马氏兄弟,19088473.76,16871420.65,16266054.14,7700241.02,2303298.87,4343272.81,-2244.68,890707.18,-27015.29,917722.47,-3699488.22,4241040,6155174.59,5.0154,592853.04,35314,-451807.91,-840105.8,-3961793.59,,,,1
55054,430127.OC,2011,2012-06-21,长江证券股份有限公司,中关村科技园区,仪器仪表制造业,,2012,6,英雄互娱,29576907.88,18589300.15,30616104.87,17111345.18,4423883.53,6807107.34,46293.95,1480031.74,-470344.72,1950376.46,730144.33,4941619.33,1264469.99,5.4362,286385.55,,-4621674.18,-501024.09,2773032.67,,,,1
55055,430128.OC,2011,2012-07-05,兴业证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,7,广厦网络,56008759.03,25098995.88,63881700.02,39781418.8,4558523.14,6077649.55,793378.27,8401543.32,-1773.77,8403317.09,2917905.33,16610066.18,1507019.46,16.1751,1327382.34,,-63360,-6139970.03,-1250571.41,,,,1
55056,430129.OC,2011,2012-06-26,中信建投证券股份有限公司,中关村科技园区非上市股份有限公司,软件与服务,2014-11-12,2012,6,极品无限(退市),11954553.58,11807670.1,23027446.22,5887272.37,,13016204.1,-38804.45,2893096.35,68000,2825096.35,2259232.73,1501162.39,1804043.21,23.8615,941160.3,,,-1276779.37,-288070.56,,,,1
55057,430130.OC,2011,2012-07-12,海通证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,7,卡联科技,25402284.38,22782863.74,10640900.51,1836475.94,237045.36,2713092.3,48691.35,4189930.03,645686.76,3544243.27,282569.9,5199381.02,212313,25.0478,72778.9,,,-2713206.85,-1840832.18,,,,1
55058,430131.OC,2011,2012-07-18,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2012,7,伟利讯,29905005.26,11332515.31,24016548.01,17622626.01,1991578.1,2244923.78,-18698.19,1401118.76,19979.74,1381139.02,6776458.05,5230883.28,854518.66,4.674,415319.95,140000,1852961.07,5147832.45,-2044624.97,,,,1
55059,430132.OC,2011,2012-07-18,国泰君安证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2012,7,国铁科林,13004782.36,12229394.23,9824825.41,5466604.01,1036249.01,1965259.9,-6650.91,1731257.46,578548.45,1152709.01,-205008.6,432784.89,135074.06,13.2457,23515.33,85000,179879.71,248114.65,-2299239.93,,,,1
55060,430133.OC,2011,2012-08-01,山西证券股份有限公司,中关村科技园区,医药制造业,,2012,8,赛孚制药,32245446.57,26556343.81,14457438.77,12184240.74,378344.53,1550016.37,273258.31,66584.03,-1001.88,67585.91,-980281.92,1677436.37,13270655.53,0.243,1359033,,1957338.68,-3897125.3,-753549.34,,,,1
55061,430134.OC,2011,2012-09-10,山西证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2012,9,可来博,15036980.14,8287465.41,15416574.4,10129805,1570962.64,2305699.66,37183.37,1097346.97,0,1097346.97,-1225520.18,2408211.99,465926.89,9.3722,115094.04,,-2160983.39,-923909.67,579180.17,,,,1
55062,430135.OC,2011,2012-09-05,申万宏源证券有限公司,中关村科技园区,专业技术服务业,,2012,9,三益能环,31603859.1,17959568.83,29925182.99,18319594.59,3028322.11,5558558.78,134350.79,3615076.4,1534893.12,2080183.28,-2705635.57,5832697.74,328366.21,13.9081,211659.64,72710.72,-6081659.43,-4006917.44,3153859.81,,,,1
55063,430136.OC,2011,2012-09-07,华龙证券股份有限公司,中关村科技园区,专用设备制造业,,2012,9,ST国顺,74501704.24,11187209.38,52763247.9,38827578.91,326600,8045128.61,1377638.49,2368653.81,13243.93,2355409.88,-7723633.82,20282010.41,2219793.7,3.7406,148964.54,151734.34,-10736629.8,-20643068.2,19382186.53,,,,1
55064,430137.OC,2011,2012-09-21,东北证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,9,润天股份,114871573.54,52332003.27,171065084.52,132821577.27,5758933.42,20284027.59,702438.52,7819199.46,-846383.89,8335376.1,-13524971.84,23592112.96,2035379.75,7.4491,734906.22,341066.67,-23172986.12,-6998090.99,7881421.33,,,,1
55065,430138.OC,2011,2012-09-07,长江证券股份有限公司,武汉东湖高新区,电气机械和器材制造业,,2012,9,国电武仪,51151304.34,41547500.84,35799121.18,19048571.16,4428827.93,6302351.2,-11531,4733012.49,176450.28,4556562.21,-3047783.8,19731151.09,13353350.03,8.9098,459865.6,,1794472.62,-6491372.44,-4224074.36,,,,1
55066,430139.OC,2011,2012-09-07,上海证券有限责任公司,上海张江高新技术产业开发区,计算机、通信和其他电子设备制造业,,2012,9,华岭股份,135916281.19,60434172.66,53306881.36,21606730.48,1127096.28,19804503.77,-929167.51,11811829.47,1610396.41,10201433.06,40366544.17,6890008.11,36576138.66,10.1855,7214398.93,678087.84,460584.45,-18376714.96,38506383.02,,,,1
55067,430140.OC,2011,2012-09-07,中信建投证券股份有限公司,上海张江高新技术产业开发区,专用设备制造业,,2012,9,新眼光,14190576.59,12873443.95,10300823.17,5897058.61,1344391.67,2410985.55,-247.49,1192843.54,603550.07,589293.48,-503937.44,2060963.6,2360655.94,13.1996,207002.18,43541.71,295091.1,-1674378.41,-885677.53,,,,1
55068,430141.OC,2011,2012-09-07,太平洋证券股份有限公司,天津滨海高新技术产业开发区,化学原料和化学制品制造业,,2012,9,久日新材,163521085.77,103734511.82,167056616.22,126864236.1,2435292.17,10870626.09,490197.68,23769100.25,1487900,22281200.25,7125665.26,28070976.1,20561430.84,20.4426,1666348.99,79068.4,-8870405.04,-15609951.51,5833897.3,,,,1
55069,430142.OC,2011,2012-09-07,渤海证券股份有限公司,天津滨海高新技术产业开发区,金属制品业,,2012,9,锐新昌,238923478.08,186521954.61,192261625.55,129214786.97,3290186.69,19327033.51,3283527.09,32830392.86,2758323.08,30072069.78,22074305.36,29138846.34,74548393.46,14.9736,8607012.19,21984.96,-6910764.15,-12196939.73,-3593815.79,,,,1
55070,430143.OC,2011,2012-09-07,西部证券股份有限公司,武汉东湖高新区,化学原料和化学制品制造业,,2012,9,武大科技,345121326.02,219719215.67,243614389.49,185963471.31,8449151.03,19442237.68,3436731.35,22460393.5,1472017.71,20988375.79,23476791.49,26587936.65,132938172.63,7.1372,4244760.42,51711,-8100680.66,-16847357.11,12769501.84,,,,1
55071,430144.OC,2011,2012-09-07,东吴证券股份有限公司,中关村科技园区,电气机械和器材制造业,,2012,9,煦联得,11150867.13,9888576.94,1355499.75,795034.33,915896.04,2587682.68,-33808.19,-1701145.34,558755.42,-2259900.76,-1798435.2,166494.6,6361269.97,-16.9556,380780.5,35169.33,3131.7,-1051463.85,1070315.59,,,,1
55072,430145.OC,2011,2012-09-17,中泰证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,9,智立医学,14431076.88,12396816.41,3930553.77,2218093.53,290711.34,1197075.84,-18145.07,646960.54,514498.33,132462.21,1455704.14,976710.47,467025.9,4.2953,95556.55,,-284399.98,-91245.17,1058238.4,,,,1
55073,430146.OC,2011,2012-09-21,国联证券股份有限公司,中关村科技园区,专业技术服务业,,2012,9,亚泰都会,38953650.69,27630263.5,44326722,29467152.94,343891.86,6844966.48,-12753.46,3841518.22,-228061.76,4069579.98,-6494073.95,11091765,13215528.43,12.185,1250735.95,237674.69,-9438,-8816994.1,-3095499.09,,,,1
55074,430147.OC,2011,2012-09-21,申万宏源证券有限公司,中关村科技园区,电气机械和器材制造业,,2012,9,中矿龙科,34885238.81,32415918.24,11241396.76,6479313.98,673537.31,2063456.75,-17758.21,1168176.49,21250,1146926.49,-3602172.14,6887803.14,964608.46,4.9292,164939.07,,-29741.25,-2399929.96,-3015341.61,,,,1
55075,430148.OC,2011,2012-09-28,东北证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,9,科能腾达,13424353.05,5097798.21,17394467.74,12931058.78,1928591.34,1900948.94,177076.01,13140.26,0,13140.26,-36847,3683108.54,166701.61,0.0911,84527.53,,-2052882.89,2880464.04,-1401311.69,,,,1
55076,430149.OC,2011,2012-10-12,大通证券股份有限公司,武汉东湖高新区,仪器仪表制造业,,2012,10,江仪股份,127262371.87,61942229.87,96288145.53,48677208.44,11717606.98,15706415.18,662911.69,14563930.21,56336.84,14507593.37,15119429.84,49781932.4,14641476.31,12.9365,1539271.77,,-5041572.01,-5110947.57,7009742.85,,,,1
55077,430150.OC,2011,2012-10-12,申万宏源证券有限公司,中关村科技园区,软件和信息技术服务业,,2012,10,创和通讯,41314745.56,32687274.39,35646646.42,19390387.11,3357272.5,7812285.38,-1210.47,4161399.24,1313520.05,2847879.19,7488989.25,13393831.04,11251960.64,11.7587,2731547.02,,-118031.14,-11219145.7,11550121.31,,,,1
55078,430151.OC,2011,2012-10-12,申万宏源证券有限公司,天津滨海高新技术产业开发区,电气机械和器材制造业,,2012,10,亿鑫通,154072472.83,49110668.4,131082045.39,109120429.91,3376302.11,10953736.27,3312550.12,5284153.48,2141785.34,3142368.14,13205155.02,36896248.1,35330210.24,3.6572,2690294.54,,-4152072.63,13296948.93,-7495879.59,,,,1
55079,430152.OC,2011,2012-10-18,中原证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,10,思创银联,82095223.95,54157135.76,50633796.56,38341170.98,5882336.61,6786584.29,729314.01,392071.95,562530,-170458.05,-20466659.61,32754981.36,291500.6,0.4374,154497.3,,-8629581.29,10882850.38,-24006328.49,,,,1
55080,430153.OC,2011,2012-10-18,东北证券股份有限公司,中关村科技园区,互联网和相关服务,,2012,10,中金网信,6543346.16,5847149.37,3834283.52,1080391.32,543165.48,2084097.97,-14815.11,93541.86,111638.89,-18097.03,-581385.57,304527.25,95507.16,1.3561,56743.54,,,-256533.65,-412228.91,,,,1
55081,430154.OC,2011,2012-10-25,长江证券股份有限公司,武汉东湖高新区,软件和信息技术服务业,,2012,10,中科通达,69000419.21,31981945.77,53483079.52,35758870,3619689.46,9831770.59,1276866.01,1925527.1,365567.22,1559959.88,-8221583.43,14748651.58,8619060.68,3.089,1112067.52,,-4997323.61,-8173732.67,322246.76,,,,1
55082,430155.OC,2011,2012-10-25,长城证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2012,10,康辰亚奥,35562243.02,17015152.5,31576110.3,21625644.5,4123590.07,4719601.22,269666.29,658016.89,7834.48,650182.41,4858449.89,5924741.29,886105.74,1.9941,311552.45,,1361987.07,-1230371.31,3470302.17,,,,1
55083,430156.OC,2011,2012-10-26,光大证券股份有限公司,上海张江高新技术产业开发区,汽车制造业,,2012,10,科曼股份,132646228.26,55069214.99,154641267.43,113276307.12,8202004.45,22689567.38,641662.6,9397644.63,747428.32,8650216.31,-1135271.28,47537923.74,31279664.98,8.1975,2832411.25,,-2889495.39,-32769637.03,21228332.99,,,,1
55084,430157.OC,2011,2012-10-29,海通证券股份有限公司,上海张江高新技术产业开发区,软件和信息技术服务业,,2012,10,腾龙电子,24419406.93,21065166.68,25140131.3,6217546.58,,9340922.34,-69579.83,8224238.01,194574.66,8029663.35,7432947.41,2416716.47,303965.92,41.119,242298.86,,-500567.69,-1724757.54,612434.14,,,,1
55085,430158.OC,2011,2012-11-08,国盛证券有限责任公司,中关村科技园区,软件和信息技术服务业,,2012,11,北方科诚,12636220.91,4080608.88,24052356.59,18595717.03,263827.46,4199994.67,11438.93,-161514.57,-2209.76,-159304.81,-1643885.75,4969596.69,870080.69,-3.4984,138813.35,,233696.1,-903445.41,-1033061.36,,,,1
55086,430159.OC,2011,2012-11-09,南京证券股份有限公司,天津滨海高新技术产业开发区,土木工程建筑业,,2012,11,创世生态,161100155.64,64754817.19,217088698.79,178567023.28,1101462.28,9057447.4,533689.33,16047886.31,-121462.5,16169348.81,-4294274,41774969.64,8117607.76,12.7175,861215.69,,-15753267.96,-33515386.95,26776624.98,,,,1
55087,430160.OC,2011,2012-11-07,中泰证券股份有限公司,天津滨海高新技术产业开发区,软件和信息技术服务业,,2012,11,三泰晟驰,51265730.31,42290521.83,23318961.44,10076190.38,325145.89,5467214.85,113150.41,6778134.83,222499.03,6555635.8,6337886.7,18829920.53,7017518.97,13.8174,501565.15,,1321570.63,-7521825.48,5007941.31,,,,1
55088,430161.OC,2011,2012-11-06,安信证券股份有限公司,武汉东湖高新区,软件和信息技术服务业,,2012,11,光谷信息,41617999.99,32309292.45,43601825.02,28618083.94,1045100.7,9398818.45,140163.25,4002388.64,1490881.45,2511507.19,-2282375.61,14761646.25,1082865.9,12.0041,283240.1,,-74456.52,-9044331.1,986796.42,,,,1
55089,430162.OC,2011,2012-11-02,东吴证券股份有限公司,中关村科技园区,计算机、通信和其他电子设备制造业,,2012,11,聚利科技,75931557.6,42042183.25,80552445.61,55175744.61,4677637.78,9968761.71,230625.82,10369529.36,261445.83,10108083.53,19379748.88,17688091.17,1072086.52,11.7869,143019.7,,-638089.2,28740416.41,-18759320,,,,1
55090,430163.OC,2011,2012-11-16,申万宏源证券有限公司,中关村科技园区,建筑安装业,,2012,11,三众能源,20035703.61,8029098.33,37471236.76,28803489.25,718840.09,4724055.69,-108.59,1768891.71,-4265.5,1773157.21,-2840545.31,11237980.51,489749.9,6.7987,72945.39,,4283550.65,256946.72,-9724491.78,,,,1
55091,430164.OC,2011,2012-11-06,国都证券股份有限公司,中关村科技园区,互联网和相关服务,,2012,11,思倍驰,47190627.54,16613472.41,21891346.46,11575339.02,970119.42,3690583.1,981083.33,3920526.43,1979.57,3918546.86,-8106810.44,3485373.97,446057.88,9.3369,152153.76,,-10739894.71,-2692623.34,-507974.91,,,,1
