主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
中信建投证券股份有限公司,生物诊断试剂,6164.7325,29800.0,材料Ⅱ,中关村科技园区,化学原料和化学制品制造业,2014-11-17,,2.98,2016-03-23 00:00:00,,10000.0,831337.OC,雷力生物,协议转让
平安证券有限责任公司,网络游戏、系统集成服务,431.5,,软件与服务,武汉东湖高新区,互联网和相关服务,2014-11-17,,,,,1000.0,831360.OC,超级玩家,协议转让
江海证券有限公司,专用设备与零部件,4.71,3102.0,资本货物,非高新产业区,仪器仪表制造业,2014-11-17,,1.88,2016-04-06 00:00:00,,1650.0,831362.OC,品今股份,协议转让
海通证券股份有限公司,系统集成服务,2547.7916,37688.7,软件与服务,非高新产业区,商务服务业,2014-11-14,,9.17,2016-04-14 00:00:00,,4110.0,831331.OC,华奥科技,做市转让
金元证券股份有限公司,国际业务,228.6667,,运输,非高新产业区,装卸搬运和运输代理业,2014-11-14,,,,,886.0,831333.OC,世航国际,协议转让
中信证券股份有限公司,电气仪器仪表,1000.0,,资本货物,包头稀土高新技术产业开发区,电气机械和器材制造业,2014-11-14,,,,,4000.0,831350.OC,展浩电气,协议转让
海通证券股份有限公司,系统集成服务、专用设备与零部件,2683.3999,33300.0,资本货物,非高新产业区,专用设备制造业,2014-11-14,,6.66,2015-12-29 00:00:00,,5000.0,831351.OC,浙达精益,协议转让
太平洋证券股份有限公司,其他农产品,1067.6667,4300.0,食品、饮料与烟草,非高新产业区,农业,2014-11-14,,2.15,2016-04-14 00:00:00,,2000.0,831363.OC,佰蒂生物,做市转让
中信建投证券股份有限公司,行业专用软件、汽车及零配件经销,1955.833,32336.0,软件与服务,长春净月高新技术产业开发区,软件和信息技术服务业,2014-11-13,,9.4,2016-03-11 00:00:00,,3440.0,831306.OC,丽明股份,做市转让
申万宏源证券有限公司,电子设备及加工,750.0,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2014-11-13,,,,,3000.0,831310.OC,航嘉电子,协议转让
东兴证券股份有限公司,公共服务,3457.2663,16139.145,媒体Ⅱ,大连高新区,商务服务业,2014-11-13,,2.75,2016-04-14 00:00:00,,5868.78,831335.OC,时空客,协议转让
西南证券股份有限公司,专用设备与零部件,1587.1225,6778.8,资本货物,洛阳高新区,电气机械和器材制造业,2014-11-13,,2.69,2015-08-13 00:00:00,,2520.0,831339.OC,新思路,协议转让
申万宏源证券有限公司,变电设备,,,资本货物,非高新产业区,电气机械和器材制造业,2014-11-13,,,,,1500.0,831342.OC,大元广盛,协议转让
国联证券股份有限公司,综合布线产品,1777.6,70273.984,耐用消费品与服装,非高新产业区,纺织业,2014-11-13,,13.84,2016-04-14 00:00:00,,5077.6,831345.OC,海特股份,做市转让
长江证券股份有限公司,专用设备与零部件,2134.7088,20757.6,资本货物,非高新产业区,通用设备制造业,2014-11-13,,3.72,2016-04-14 00:00:00,,5580.0,831347.OC,大禹阀门,协议转让
申万宏源证券有限公司,变电设备,1055.0,,资本货物,非高新产业区,电气机械和器材制造业,2014-11-13,,,,,2000.0,831348.OC,碧松照明,协议转让
申万宏源证券有限公司,钢管类,16991.7,,材料Ⅱ,非高新产业区,黑色金属冶炼和压延加工业,2014-11-13,,,,,58000.0,831352.OC,健力股份,协议转让
申万宏源证券有限公司,系统集成服务,3516.0817,51841.8,资本货物,非高新产业区,专用设备制造业,2014-11-13,,7.47,2016-04-12 00:00:00,,6940.0,831353.OC,力源环保,做市转让
爱建证券有限责任公司,系统集成服务,817.9872,32164.13214,资本货物,非高新产业区,建筑安装业,2014-11-13,,19.95,2016-04-14 00:00:00,,1612.2372,831355.OC,地源科技,协议转让
中原证券股份有限公司,系统集成服务,559.25,3500.0,技术硬件与设备,郑州高新区,计算机、通信和其他电子设备制造业,2014-11-13,,2.5,2015-12-25 00:00:00,,1400.0,831361.OC,胜龙股份,协议转让
江海证券有限公司,施工及检测设备,1076.9131,,资本货物,非高新产业区,通用设备制造业,2014-11-12,,,,,1718.0,831293.OC,征宙机械,协议转让
西部证券股份有限公司,系统集成服务,2510.0,4580.0,软件与服务,西安高新区,软件和信息技术服务业,2014-11-12,,1.0,2016-04-06 00:00:00,,4580.0,831297.OC,数字认证,协议转让
兴业证券股份有限公司,教育培训服务,1193.125,28331.1,软件与服务,非高新产业区,软件和信息技术服务业,2014-11-12,,14.99,2015-12-16 00:00:00,,1890.0,831308.OC,华博教育,做市转让
平安证券有限责任公司,家电零售与连锁,7206.0015,121015.51462,零售业,非高新产业区,零售业,2014-11-12,,9.1,2015-11-24 00:00:00,,13298.4082,831321.OC,顺电股份,协议转让
长江证券股份有限公司,水产品,2338.171,,食品、饮料与烟草,非高新产业区,批发业,2014-11-12,,,,,4500.0,831324.OC,凯洋海鲜,协议转让
中信证券股份有限公司,催化剂及化学助剂,4170.9649,76920.0,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-12,,10.0,2015-12-07 00:00:00,,7692.0,831325.OC,迈奇化学,做市转让
长江证券股份有限公司,体育用品,436.75,,耐用消费品与服装,非高新产业区,文教、工美、体育和娱乐用品制造业,2014-11-12,,,,,1800.0,831326.OC,三利达,协议转让
财富证券有限责任公司,专用设备与零部件,1130.0,74520.0,材料Ⅱ,非高新产业区,专用设备制造业,2014-11-12,,6.9,2016-04-14 00:00:00,,10800.0,831327.OC,飞翼股份,做市转让
中泰证券股份有限公司,有色金属矿产,5206.1794,18009.783,资本货物,非高新产业区,批发业,2014-11-12,,1.98,2016-04-13 00:00:00,,9095.85,831329.OC,海源达,做市转让
江海证券有限公司,药品经销,425.0,,制药、生物科技与生命科学,非高新产业区,医药制造业,2014-11-12,,,,,1700.0,831332.OC,申高制药,协议转让
中山证券有限责任公司,鞋子,,,资本货物,非高新产业区,橡胶和塑料制品业,2014-11-12,,,,,1500.0,831349.OC,德运塑业,协议转让
中信建投证券股份有限公司,电子设备及加工,2276.475,74074.0,技术硬件与设备,非高新产业区,零售业,2014-11-12,,9.62,2016-04-14 00:00:00,,7700.0,831354.OC,话机世界,做市转让
长江证券股份有限公司,米面类,8419.5529,66614.4,食品、饮料与烟草,非高新产业区,农副食品加工业,2014-11-12,,5.14,2016-04-14 00:00:00,,12960.0,831357.OC,黄国粮业,做市转让
上海证券有限责任公司,通信系统与平台,1747.9083,11520.0,电信服务Ⅱ,中关村科技园区,软件和信息技术服务业,2014-11-11,,2.0,2016-02-24 00:00:00,,5760.0,831283.OC,蛙视通信,协议转让
国泰君安证券股份有限公司,系统集成服务,,,软件与服务,上海张江高新技术产业开发区,软件和信息技术服务业,2014-11-11,,,,,911.8865,831301.OC,上海零动,协议转让
中信证券股份有限公司,移动通讯设备与配件,1610.0333,32300.0,技术硬件与设备,非高新产业区,仪器仪表制造业,2014-11-11,,6.46,2016-03-29 00:00:00,,5000.0,831305.OC,海希通讯,做市转让
中信建投证券股份有限公司,系统集成服务,2577.8416,46063.1,软件与服务,济南高新区,软件和信息技术服务业,2014-11-11,,7.69,2016-04-14 00:00:00,,5990.0,831311.OC,博安智能,做市转让
安信证券股份有限公司,工控机械,1498.7499,65455.42,资本货物,非高新产业区,专用设备制造业,2014-11-11,,12.89,2016-04-14 00:00:00,,5078.0,831314.OC,深科达,做市转让
国信证券股份有限公司,互联网服务,2370.1205,71767.4552,软件与服务,非高新产业区,软件和信息技术服务业,2014-11-11,,15.8,2016-03-10 00:00:00,,4542.244,831315.OC,安畅网络,协议转让
南京证券股份有限公司,投影仪,100.0,29355.0,资本货物,中关村科技园区,软件和信息技术服务业,2014-11-11,,30.9,2015-12-23 00:00:00,,950.0,831322.OC,朗悦科技,做市转让
东北证券股份有限公司,变电设备,2080.0,,资本货物,非高新产业区,电气机械和器材制造业,2014-11-11,,,,,8000.0,831328.OC,科耐特,协议转让
日信证券有限责任公司,专用设备与零部件,1562.5,5805.6,资本货物,非高新产业区,专用设备制造业,2014-11-11,,1.77,2016-03-30 00:00:00,,3280.0,831340.OC,金童股份,做市转让
长江证券股份有限公司,重型建筑工程机械,5189.8475,28566.0,资本货物,非高新产业区,土木工程建筑业,2014-11-11,,2.7,2016-04-13 00:00:00,,10580.0,831343.OC,益通建设,做市转让
华西证券股份有限公司,系统集成服务,1514.0,4920.0,软件与服务,中关村科技园区,软件和信息技术服务业,2014-11-11,,2.0,2016-03-01 00:00:00,,2460.0,831346.OC,木联能,协议转让
海通证券股份有限公司,灯具市场,3650.4933,29985.62,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2014-11-10,,3.4,2016-04-12 00:00:00,,8819.3,831290.OC,金达照明,做市转让
中原证券股份有限公司,调味品,5431.3332,11107.8,食品、饮料与烟草,非高新产业区,食品制造业,2014-11-10,,1.1,2015-06-26 00:00:00,,10098.0,831298.OC,美基食品,协议转让
上海证券有限责任公司,系统集成服务,4212.495,18959.544,软件与服务,洛阳高新区,商务服务业,2014-11-10,,3.21,2016-03-24 00:00:00,,5906.4,831303.OC,澳凯富汇,做市转让
中泰证券股份有限公司,化学试剂,1789.2418,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-10,,,,,3600.0,831304.OC,迪尔化工,协议转让
中泰证券股份有限公司,其他化学品,3248.825,14006.0,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-10,,2.98,2016-03-21 00:00:00,,4700.0,831316.OC,连连化学,协议转让
广发证券股份有限公司,行业专用软件,870.0,11232.0,软件与服务,非高新产业区,软件和信息技术服务业,2014-11-10,,3.6,2016-01-11 00:00:00,,3120.0,831317.OC,海典软件,协议转让
中国中投证券有限责任公司,行业专用软件,148.3333,,软件与服务,上海张江高新技术产业开发区,软件和信息技术服务业,2014-11-10,,,,,500.0,831318.OC,信易科技,协议转让
兴业证券股份有限公司,旅游景点,3496.7654,14721.3,商业和专业服务,非高新产业区,商务服务业,2014-11-10,,3.3,2016-04-14 00:00:00,,4461.0,831320.OC,路骋国旅,做市转让
华融证券股份有限公司,催化剂及化学助剂、化学试剂、胶粘剂、其他化学品、清洗剂、石灰及石膏、涂料与油漆,2955.2369,12890.28,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-10,,2.6,2016-04-14 00:00:00,,4957.8,831323.OC,长先新材,做市转让
国信证券股份有限公司,行业专用软件、系统集成服务,1825.971,49034.16,软件与服务,非高新产业区,仪器仪表制造业,2014-11-10,,9.66,2016-04-14 00:00:00,,5076.0,831330.OC,普适导航,做市转让
中泰证券股份有限公司,造纸机械,1035.5,,材料Ⅱ,非高新产业区,专用设备制造业,2014-11-10,,,,,2600.0,831338.OC,山东信和,协议转让
上海证券有限责任公司,教育培训服务,250.0,,软件与服务,大连高新区,教育,2014-11-10,,,,,1000.0,831341.OC,必由学,协议转让
广州证券股份有限公司,电气仪器仪表,516.0444,5880.12775,资本货物,非高新产业区,电气机械和器材制造业,2014-11-07,,4.1,2016-04-05 00:00:00,,1434.1775,831246.OC,欧力配网,做市转让
德邦证券股份有限公司,行业专用软件,1804.7749,94960.0,软件与服务,唐山高新区,软件和信息技术服务业,2014-11-07,,23.74,2016-04-14 00:00:00,,4000.0,831287.OC,启奥科技,做市转让
东方花旗证券有限公司,系统集成服务,390.935,,软件与服务,成都高新区,软件和信息技术服务业,2014-11-07,,,,,1481.0,831288.OC,安美勤,协议转让
西南证券股份有限公司,工控机械,5055.93,29110.2,资本货物,非高新产业区,铁路、船舶、航空航天和其他运输设备制造业,2014-11-07,,2.9,2016-04-13 00:00:00,,10038.0,831289.OC,丰泽股份,协议转让
国海证券股份有限公司,汽车及零配件经销,1253.2166,,汽车与汽车零部件,非高新产业区,汽车制造业,2014-11-07,,,,,2800.0,831300.OC,同创股份,协议转让
国泰君安证券股份有限公司,家电零售与连锁,907.5,3000.0,材料Ⅱ,中关村科技园区,金属制品业,2014-11-07,,1.0,2015-10-21 00:00:00,,3000.0,831307.OC,佛罗伦萨,协议转让
长江证券股份有限公司,专用设备与零部件,2660.0,10320.0,汽车与汽车零部件,非高新产业区,汽车制造业,2014-11-07,,2.58,2016-04-14 00:00:00,,4000.0,831309.OC,雷迪特,做市转让
华西证券股份有限公司,药品经销,5333.2082,12600.0,制药、生物科技与生命科学,绵阳高新区,医药制造业,2014-11-07,,1.2,2015-12-14 00:00:00,,10500.0,831312.OC,赛卓药业,协议转让
东北证券股份有限公司,半导体材料,3152.25,,材料Ⅱ,非高新产业区,电气机械和器材制造业,2014-11-07,,,,,9000.0,831313.OC,中超新材,协议转让
山西证券股份有限公司,保健食品,643.4,13813.76,制药、生物科技与生命科学,长沙高新区,医药制造业,2014-11-07,,7.6,2016-01-04 00:00:00,,1817.6,831319.OC,绿蔓生物,做市转让
东北证券股份有限公司,行业专用软件,2907.1291,48861.0,软件与服务,南宁高新区,软件和信息技术服务业,2014-11-06,,8.01,2016-04-13 00:00:00,,6100.0,831266.OC,一铭软件,做市转让
江海证券有限公司,染料及颜料,1297.2041,15338.4,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-06,,6.6,2015-11-26 00:00:00,,2324.0,831270.OC,宇虹颜料,协议转让
国泰君安证券股份有限公司,医药中间体,510.0,23218.552728,材料Ⅱ,非高新产业区,医药制造业,2014-11-06,,8.26,2015-08-12 00:00:00,,2810.9628,831271.OC,燎原药业,协议转让
申万宏源证券有限公司,环保机械,125.0,,资本货物,非高新产业区,专用设备制造业,2014-11-06,,,,,500.0,831281.OC,天悦实业,协议转让
申万宏源证券有限公司,电子设备及加工,10986.25,305408.75,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2014-11-06,,9.29,2016-04-14 00:00:00,,32875.0,831284.OC,迈科智能,做市转让
中原证券股份有限公司,污水处理,541.5,,公用事业Ⅱ,郑州高新区,通用设备制造业,2014-11-06,,,,,1632.0,831291.OC,恒博科技,协议转让
太平洋证券股份有限公司,出版,651.2258,26784.716535,零售业,中关村科技园区,零售业,2014-11-06,,13.05,2016-04-12 00:00:00,,2052.4687,831292.OC,汇智光华,做市转让
光大证券股份有限公司,系统集成服务、专用设备与零部件,2851.3209,61794.84696,资本货物,非高新产业区,通用设备制造业,2014-11-06,,9.3,2016-04-13 00:00:00,,6644.6072,831294.OC,中德科技,做市转让
长江证券股份有限公司,环保机械,1203.3333,17802.0,公用事业Ⅱ,非高新产业区,水的生产和供应业,2014-11-06,,4.14,2016-04-14 00:00:00,,4300.0,831295.OC,川东环能,做市转让
华西证券股份有限公司,出版,4350.0,95004.75,媒体Ⅱ,中关村科技园区,新闻和出版业,2014-11-06,,14.25,2016-04-13 00:00:00,,6667.0,831299.OC,北教传媒,做市转让
浙商证券股份有限公司,网络游戏,885.0,34850.0,软件与服务,中关村科技园区,互联网和相关服务,2014-11-06,,25.0,2016-02-04 00:00:00,,1394.0,831302.OC,飞扬天下,协议转让
中信证券股份有限公司,原油勘探与生产,308.0,,能源Ⅱ,非高新产业区,石油加工、炼焦和核燃料加工业,2014-11-05,,,,,1000.0,831268.OC,惠丰润滑,协议转让
财通证券股份有限公司,制动设备,1041.7,35160.0,资本货物,非高新产业区,通用设备制造业,2014-11-05,,8.79,2015-07-21 00:00:00,,4000.0,831269.OC,博凡动力,协议转让
西南证券股份有限公司,系统集成服务,359.7914,577.5,软件与服务,中关村科技园区,软件和信息技术服务业,2014-11-05,,1.0,2015-12-01 00:00:00,,577.5,831272.OC,同力天合,协议转让
国信证券股份有限公司,建筑型材,3333.3333,,资本货物,中关村科技园区,专用设备制造业,2014-11-05,,,,,5000.0,831282.OC,欧亚股份,协议转让
广发证券股份有限公司,机床机械,1099.4875,,资本货物,无锡高新区,通用设备制造业,2014-11-05,,,,,4500.0,831285.OC,常欣科技,协议转让
国泰君安证券股份有限公司,纸包装制品,813.85,,材料Ⅱ,非高新产业区,批发业,2014-11-05,,,,,3999.1,831286.OC,竹林伟业,协议转让
首创证券有限责任公司,医疗器械用制剂,403.1667,9775.0,医疗保健设备与服务,非高新产业区,专用设备制造业,2014-11-04,,8.5,2016-01-21 00:00:00,,1150.0,831259.OC,津福斯特,协议转让
国元证券股份有限公司,建筑型材,1142.855,15312.0,材料Ⅱ,非高新产业区,金属制品业,2014-11-04,,6.38,2015-10-21 00:00:00,,2400.0,831260.OC,东方碾磨,做市转让
安信证券股份有限公司,建筑型材,4854.0,138600.0,资本货物,非高新产业区,建筑装饰和其他建筑业,2014-11-04,,18.0,2016-01-22 00:00:00,,7700.0,831262.OC,广建装饰,做市转让
中泰证券股份有限公司,化学试剂,188.0,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2014-11-04,,,,,500.0,831264.OC,柏康科技,协议转让
长江证券股份有限公司,医药中间体,7185.175,166296.24,制药、生物科技与生命科学,非高新产业区,医药制造业,2014-11-04,,9.9,2016-04-14 00:00:00,,16797.6,831265.OC,宏源药业,做市转让
中信建投证券股份有限公司,电子元器件,2270.0,75150.2,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2014-11-04,,10.54,2016-04-14 00:00:00,,7130.0,831274.OC,瑞可达,做市转让
申万宏源证券有限公司,传动设备,4448.725,24500.0,资本货物,中关村科技园区,通用设备制造业,2014-11-04,,3.5,2016-04-13 00:00:00,,7000.0,831275.OC,睿力物流,做市转让
光大证券股份有限公司,动力机械,984.5501,24963.0,资本货物,上海张江高新技术产业开发区,通用设备制造业,2014-11-04,,7.85,2016-04-14 00:00:00,,3180.0,831276.OC,松科快换,做市转让
国信证券股份有限公司,互联网服务,2935.94,136188.0,软件与服务,非高新产业区,互联网和相关服务,2014-11-04,,26.0,2015-07-20 00:00:00,,5238.0,831277.OC,钢钢网,协议转让
