主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
中信证券股份有限公司,ERP软件、互联网服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-30,,,,,8350.0,834556.OC,神州商龙,协议转让
东海证券股份有限公司,旅游景点,,,消费者服务Ⅱ,非高新产业区,公共设施管理业,2015-11-30,,,,,2000.0,834558.OC,口岸旅游,协议转让
上海证券有限责任公司,环保机械,,,资本货物,非高新产业区,专用设备制造业,2015-11-30,,,,,1000.0,834587.OC,鼎端装备,协议转让
东海证券股份有限公司,网络游戏,55.56,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-30,,,,,555.56,834597.OC,颗豆互动,协议转让
西部证券股份有限公司,照明用品、装修工程,2483.353,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-27,,,,,5882.353,833848.OC,光宇股份,协议转让
长江证券股份有限公司,矿渣,,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-11-27,,,,,18000.0,834026.OC,武新股份,协议转让
申万宏源证券有限公司,其他农产品,717.5,,制药、生物科技与生命科学,非高新产业区,农业,2015-11-27,,,,,2000.0,834121.OC,润紫源,协议转让
招商证券股份有限公司,网络游戏,,,软件与服务,成都高新区,互联网和相关服务,2015-11-27,,,,,51.89,834133.OC,卓杭科技,协议转让
国泰君安证券股份有限公司,淀粉类、果汁、其他农产品、水果类,3485.155,,食品、饮料与烟草,非高新产业区,酒、饮料和精制茶制造业,2015-11-27,,,,,10000.0,834200.OC,天子股份,协议转让
申万宏源证券有限公司,经销网站,207.2158,1250.0,零售业,中关村科技园区,零售业,2015-11-27,,1.0,2015-12-23 00:00:00,,1250.0,834211.OC,大卫之选,协议转让
兴业证券股份有限公司,专业咨询服务,,,商业和专业服务,中关村科技园区,商务服务业,2015-11-27,,,,,953.4705,834234.OC,易观亚太,协议转让
申万宏源证券有限公司,变电设备、继电保护及调度自动化,,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-27,,,,,1000.0,834264.OC,华通设备,协议转让
华龙证券股份有限公司,催化剂及化学助剂,1106.25,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-27,,,,,3000.0,834275.OC,中科药源,协议转让
广发证券股份有限公司,变电设备、低压电器类、输电设备,1936.0,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-27,,,,,5000.0,834296.OC,宝胜电气,协议转让
东兴证券股份有限公司,米面类,105.0,,食品、饮料与烟草,中关村科技园区,农副食品加工业,2015-11-27,,,,,1105.0,834334.OC,朔方科技,协议转让
恒泰证券股份有限公司,公共服务,,,商业和专业服务,非高新产业区,商务服务业,2015-11-27,,,,,1000.0,834350.OC,博圣云峰,协议转让
光大证券股份有限公司,其他农产品,1000.0,7000.0,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-27,,1.0,2016-03-29 00:00:00,,7000.0,834352.OC,贵太太,协议转让
国海证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,土木工程建筑业,2015-11-27,,,,,800.0,834362.OC,润和天泽,协议转让
招商证券股份有限公司,医用耗材,1800.0,,医疗保健设备与服务,非高新产业区,医药制造业,2015-11-27,,,,,6000.0,834383.OC,都邦药业,协议转让
西部证券股份有限公司,其他休闲用品,,,耐用消费品与服装,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-11-27,,,,,703.0888,834424.OC,美乐雅,协议转让
东吴证券股份有限公司,电子元器件,,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-27,,,,,2000.0,834430.OC,东福科技,协议转让
财通证券股份有限公司,高分子聚合物,,,材料Ⅱ,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-27,,,,,3200.0,834440.OC,怡丽科姆,协议转让
华鑫证券有限责任公司,公共服务、广告代理、广告设计,,,媒体Ⅱ,中关村科技园区,商务服务业,2015-11-27,,,,,800.0,834442.OC,中泰传媒,协议转让
国泰君安证券股份有限公司,行业专用软件、软件外包服务、运营平台系统,100.0,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-27,,,,,2100.0,834443.OC,华路时代,协议转让
中泰证券股份有限公司,药品经销、专科用制剂,,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-11-27,,,,,11500.0,834447.OC,格林生物,协议转让
国信证券股份有限公司,电子元器件,,,材料Ⅱ,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-27,,,,,1000.0,834458.OC,海天磁业,协议转让
华泰证券股份有限公司,美发用品、美体产品,125.0,,家庭与个人用品,非高新产业区,化学原料和化学制品制造业,2015-11-27,,,,,2625.0,834462.OC,欧佩股份,协议转让
兴业证券股份有限公司,冶金机械,,,资本货物,非高新产业区,专用设备制造业,2015-11-27,,,,,1300.0,834475.OC,三友科技,协议转让
国金证券股份有限公司,互联网服务、休闲食品、饮料,,,软件与服务,非高新产业区,零售业,2015-11-27,,,,,1700.0,834500.OC,猫诚电商,协议转让
光大证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,科技推广和应用服务业,2015-11-27,,,,,1000.0,834526.OC,新视文化,协议转让
中信证券股份有限公司,监控器材及系统,2421.1839,24918.5,软件与服务,济南高新区,软件和信息技术服务业,2015-11-26,,4.75,2016-03-28 00:00:00,,5246.0,833804.OC,康威通信,协议转让
中山证券有限责任公司,传输设备、接入设备,,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-26,,,,,5000.0,834128.OC,新中合,协议转让
天风证券股份有限公司,疫苗,73.7255,,制药、生物科技与生命科学,武汉东湖高新区,研究和试验发展,2015-11-26,,,,,800.0,834147.OC,汉密顿,协议转让
国泰君安证券股份有限公司,出版、专业咨询服务,,,媒体Ⅱ,非高新产业区,新闻和出版业,2015-11-26,,,,,4000.0,834163.OC,蓝狮子,协议转让
中信建投证券股份有限公司,出版、平面媒体,4183.3334,,媒体Ⅱ,非高新产业区,新闻和出版业,2015-11-26,,,,,12550.0,834291.OC,中信出版,协议转让
国信证券股份有限公司,工控机械,,,资本货物,非高新产业区,专用设备制造业,2015-11-26,,,,,5000.0,834354.OC,繁兴科技,协议转让
申万宏源证券有限公司,防火墙软件、系统集成服务,225.0,,商业和专业服务,上海张江高新技术产业开发区,软件和信息技术服务业,2015-11-26,,,,,1225.0,834378.OC,锐英科技,协议转让
方正证券股份有限公司,专业咨询服务,,,商业和专业服务,广州高新区,专业技术服务业,2015-11-26,,,,,1161.0,834399.OC,贝源检测,协议转让
广州证券股份有限公司,润滑油,,,能源Ⅱ,非高新产业区,石油加工、炼焦和核燃料加工业,2015-11-26,,,,,6000.0,834412.OC,美合科技,协议转让
东方花旗证券有限公司,饲料,2881.6666,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-26,,,,,5255.0,834414.OC,源耀生物,协议转让
东吴证券股份有限公司,医用辅助设备,,,医疗保健设备与服务,非高新产业区,专用设备制造业,2015-11-26,,,,,512.0,834423.OC,欧思瑞,协议转让
华安证券股份有限公司,矿制品,960.0,107104.4,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-11-26,,9.58,2016-04-14 00:00:00,,11180.0,834436.OC,天祥新材,协议转让
天风证券股份有限公司,电脑外围设备、施工及检测设备,,,资本货物,武汉东湖高新区,电气机械和器材制造业,2015-11-26,,,,,3000.0,834474.OC,里得电科,协议转让
浙商证券股份有限公司,专用设备与零部件,,,资本货物,非高新产业区,通用设备制造业,2015-11-26,,,,,1200.0,834479.OC,建宏股份,协议转让
国金证券股份有限公司,电子元器件,340.0,27448.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-26,,18.8,2015-11-26 00:00:00,,1460.0,834491.OC,博鹏发,协议转让
华林证券有限责任公司,其他农产品,,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-26,,,,,4641.5053,834495.OC,华欧股份,协议转让
太平洋证券股份有限公司,互联网服务、教育培训服务,,,消费者服务Ⅱ,中关村科技园区,教育,2015-11-26,,,,,1000.0,834525.OC,西普教育,协议转让
德邦证券股份有限公司,紧固件,1445.0,14157.0,资本货物,非高新产业区,专用设备制造业,2015-11-25,,3.9,2016-04-12 00:00:00,,3630.0,833988.OC,中成发展,协议转让
中信建投证券股份有限公司,专用设备与零部件,2644.1975,,能源Ⅱ,非高新产业区,专用设备制造业,2015-11-25,,,,,6000.0,834014.OC,特瑞斯,协议转让
财通证券股份有限公司,种子,2007.55,,食品、饮料与烟草,非高新产业区,农业,2015-11-25,,,,,5478.0,834140.OC,华协农业,协议转让
西南证券股份有限公司,酒店,,,消费者服务Ⅱ,非高新产业区,住宿业,2015-11-25,,,,,5000.0,834199.OC,同里旅游,协议转让
湘财证券股份有限公司,非抗生素类抗感染制剂、消化系统用制剂、循环系统用制剂,7845.2733,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-11-25,,,,,11773.72,834239.OC,长联来福,协议转让
申万宏源证券有限公司,厨房器具、家用美容器具、其他休闲用品、清洁器具,1357.16,11004.0,零售业,非高新产业区,批发业,2015-11-25,,3.0,2016-02-16 00:00:00,,3668.0,834282.OC,前程股份,协议转让
招商证券股份有限公司,互联网服务、网站,,,软件与服务,非高新产业区,互联网和相关服务,2015-11-25,,,,,800.0,834293.OC,搜了网络,协议转让
广发证券股份有限公司,装饰材料,16156.8667,159460.0,商业和专业服务,非高新产业区,印刷和记录媒介复制业,2015-11-25,,4.69,2016-04-14 00:00:00,,34000.0,834295.OC,虎彩印艺,做市转让
华龙证券股份有限公司,药品经销,4851.2099,9360.0,制药、生物科技与生命科学,海口高新区,医药制造业,2015-11-25,,1.5,2016-03-29 00:00:00,,6240.0,834298.OC,皇隆制药,协议转让
中信建投证券股份有限公司,网络游戏、系统集成服务、运营平台系统,520.4018,683310.4515,媒体Ⅱ,非高新产业区,互联网和相关服务,2015-11-25,,81.0,2016-04-08 00:00:00,,8435.9315,834299.OC,汇量科技,协议转让
国联证券股份有限公司,网站,,,软件与服务,中关村科技园区,互联网和相关服务,2015-11-25,,,,,5250.0,834327.OC,车讯互联,协议转让
新时代证券股份有限公司,工业陶瓷、耐火材料,,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-11-25,,,,,4496.0,834328.OC,鸽德新材,协议转让
浙商证券股份有限公司,耐火材料,,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-11-25,,,,,700.0,834348.OC,凯瑞股份,协议转让
东兴证券股份有限公司,互联网服务,91.9117,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-25,,,,,591.9117,834361.OC,融航信息,协议转让
财通证券股份有限公司,互联网服务、专业咨询服务,,,软件与服务,非高新产业区,互联网和相关服务,2015-11-25,,,,,7000.0,834386.OC,易图资讯,协议转让
中泰证券股份有限公司,蔬菜类,,,食品、饮料与烟草,非高新产业区,农业,2015-11-25,,,,,1600.0,834389.OC,富景农业,协议转让
华泰证券股份有限公司,传输设备、电子设备及加工,,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-25,,,,,1000.0,834406.OC,迪威普,协议转让
华融证券股份有限公司,操作系统软件、电子测试和测量仪器、行业专用软件,,,商业和专业服务,非高新产业区,专业技术服务业,2015-11-25,,,,,600.0,834445.OC,顶柱检测,协议转让
国泰君安证券股份有限公司,构筑物,,,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-11-25,,,,,1120.0,834494.OC,维拓环境,协议转让
广发证券股份有限公司,玩具,400.0,42960.0,耐用消费品与服装,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-11-25,,12.0,2016-03-01 00:00:00,,3580.0,834509.OC,凯迪威,协议转让
安信证券股份有限公司,机床机械,,,技术硬件与设备,非高新产业区,通用设备制造业,2015-11-24,,,,,2000.0,833818.OC,威克曼,协议转让
国泰君安证券股份有限公司,变电设备、继电保护及调度自动化,,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-24,,,,,3600.0,834065.OC,合凯电气,协议转让
申万宏源证券有限公司,照明器具、照明用品,,,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2015-11-24,,,,,1000.0,834087.OC,康芙莱,协议转让
国泰君安证券股份有限公司,专用设备与零部件,,,资本货物,非高新产业区,专用设备制造业,2015-11-24,,,,,4500.0,834204.OC,日联科技,协议转让
招商证券股份有限公司,系统集成服务,2654.2258,,软件与服务,非高新产业区,电气机械和器材制造业,2015-11-24,,,,,5000.0,834238.OC,泰昂能源,协议转让
东莞证券股份有限公司,化工机械,,,资本货物,非高新产业区,通用设备制造业,2015-11-24,,,,,500.0,834247.OC,海威智能,协议转让
中泰证券股份有限公司,专业咨询服务,2573.3332,,商业和专业服务,非高新产业区,生态保护和环境治理业,2015-11-24,,,,,6100.0,834265.OC,冠中生态,协议转让
中泰证券股份有限公司,教育培训服务、专业咨询服务,,,消费者服务Ⅱ,非高新产业区,教育,2015-11-24,,,,,1000.0,834266.OC,英谷教育,协议转让
湘财证券股份有限公司,高分子聚合物,,,材料Ⅱ,非高新产业区,橡胶和塑料制品业,2015-11-24,,,,,3500.0,834301.OC,金邦科技,协议转让
广发证券股份有限公司,出版、互联网服务、专业咨询服务,71.5642,,消费者服务Ⅱ,非高新产业区,商务服务业,2015-11-24,,,,,871.5642,834316.OC,振威展览,协议转让
华融证券股份有限公司,胶粘剂,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-24,,,,,4000.0,834320.OC,天辰新材,协议转让
中信证券股份有限公司,化学试剂、清洗剂、有机化工原料,,,材料Ⅱ,苏州高新区,化学原料和化学制品制造业,2015-11-24,,,,,4200.0,834329.OC,博洋股份,协议转让
国海证券股份有限公司,抗肿瘤制剂、五官科用制剂,,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-11-24,,,,,567.6919,834341.OC,杰西医药,协议转让
广州证券股份有限公司,商业地产、系统集成服务,,,房地产,非高新产业区,房地产业,2015-11-24,,,,,900.0,834345.OC,房谱网,协议转让
国海证券股份有限公司,余热发电,2411.6665,803000.0,公用事业Ⅱ,非高新产业区,专业技术服务业,2015-11-24,,146.0,2015-11-27 00:00:00,,5500.0,834368.OC,华新能源,协议转让
浙商证券股份有限公司,家具,264.7059,,耐用消费品与服装,非高新产业区,家具制造业,2015-11-24,,,,,1764.7059,834390.OC,润格股份,协议转让
东莞证券股份有限公司,清洗剂,,,材料Ⅱ,东莞松山湖高新区,化学原料和化学制品制造业,2015-11-24,,,,,950.0,834400.OC,新球清洗,协议转让
中泰证券股份有限公司,行业专用软件、接入设备、通信终端设备、专业咨询服务,6683.28,,商业和专业服务,非高新产业区,软件和信息技术服务业,2015-11-24,,,,,11727.0,834403.OC,信大捷安,协议转让
光大证券股份有限公司,电子设备及加工、专业咨询服务,1800.0,42500.0,技术硬件与设备,济南高新区,专用设备制造业,2015-11-24,,5.0,2016-02-01 00:00:00,,8500.0,834428.OC,蓝孚高能,协议转让
华西证券股份有限公司,药品经销,,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-11-24,,,,,2505.0,834435.OC,东田药业,协议转让
华龙证券股份有限公司,其他化学品,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-24,,,,,3000.0,834463.OC,强石股份,协议转让
联讯证券股份有限公司,电子设备及加工、运营平台系统,,,技术硬件与设备,中关村科技园区,软件和信息技术服务业,2015-11-24,,,,,2000.0,834466.OC,赛融信,协议转让
国金证券股份有限公司,专业咨询服务,,,医疗保健设备与服务,非高新产业区,卫生,2015-11-24,,,,,6000.0,834480.OC,丽都整形,协议转让
新时代证券股份有限公司,操作系统软件、通信系统与平台,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-24,,,,,1800.0,834482.OC,海格尔,协议转让
中信建投证券股份有限公司,植物提取物,,,制药、生物科技与生命科学,长沙高新区,医药制造业,2015-11-24,,,,,2000.0,834493.OC,华诚生物,协议转让
申万宏源证券有限公司,高分子聚合物,6871.0,62916.441,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-23,,7.35,2016-04-14 00:00:00,,8560.06,834019.OC,大自然,协议转让
华泰证券股份有限公司,成品油,300.0,16744.0,能源Ⅱ,非高新产业区,石油加工、炼焦和核燃料加工业,2015-11-23,,5.98,2016-04-14 00:00:00,,2800.0,834164.OC,双江股份,做市转让
东北证券股份有限公司,电气仪器仪表,600.0,9800.0,资本货物,非高新产业区,金属制品业,2015-11-23,,7.0,2016-02-04 00:00:00,,1400.0,834188.OC,九九华立,协议转让
申万宏源证券有限公司,专业咨询服务,,,资本货物,非高新产业区,专业技术服务业,2015-11-23,,,,,10085.0,834197.OC,浦公检测,协议转让
中国中投证券有限责任公司,集成电路,,,半导体与半导体生产设备,西安高新区,软件和信息技术服务业,2015-11-23,,,,,1054.28,834198.OC,展芯微,协议转让
中国中投证券有限责任公司,行业专用软件、互联网服务,,,软件与服务,大连高新区,软件和信息技术服务业,2015-11-23,,,,,2600.0,834221.OC,华畅科技,协议转让
安信证券股份有限公司,粮食、其他农产品,95.7,20541.3,食品、饮料与烟草,非高新产业区,农业,2015-11-23,,6.5,2016-01-19 00:00:00,,3160.2,834235.OC,穗源科技,协议转让
中国中投证券有限责任公司,互联网服务,2809.25,10000.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-23,,2.0,2016-03-14 00:00:00,,5000.0,834257.OC,科旭网络,协议转让
中泰证券股份有限公司,飞机制造、航空检测维修、航空零部件,,,资本货物,非高新产业区,金属制品、机械和设备修理业,2015-11-23,,,,,5000.0,834310.OC,华夏飞机,协议转让
招商证券股份有限公司,系统集成服务、运营平台系统,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-23,,,,,15000.0,834342.OC,慧云股份,协议转让
海通证券股份有限公司,互联网服务,261.9047,123202.3802,软件与服务,中关村科技园区,互联网和相关服务,2015-11-23,,39.5,2016-02-24 00:00:00,,3119.0476,834346.OC,亿海蓝,协议转让
上海证券有限责任公司,互联网服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-23,,,,,600.0,834357.OC,绿度股份,协议转让
东莞证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,专业技术服务业,2015-11-23,,,,,1050.0,834363.OC,衡标检测,协议转让
中信建投证券股份有限公司,网络游戏、运营平台系统,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-23,,,,,3000.0,834365.OC,杭州掌盟,协议转让
西南证券股份有限公司,电子设备及加工、行业专用软件,,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-23,,,,,2000.0,834369.OC,锐志天宏,协议转让
中信建投证券股份有限公司,行业专用软件,135.0,99715.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-23,,49.0,2016-04-12 00:00:00,,2035.0,834376.OC,冠新软件,做市转让
光大证券股份有限公司,物业出租和管理,,,房地产,非高新产业区,房地产业,2015-11-23,,,,,3000.0,834381.OC,方圆现代,协议转让
国泰君安证券股份有限公司,汽车橡胶配件,725.0,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-23,,,,,2000.0,834417.OC,环宇橡塑,协议转让
安信证券股份有限公司,教育培训服务,,,消费者服务Ⅱ,非高新产业区,体育,2015-11-23,,,,,2812.5,834425.OC,新赛点,协议转让
光大证券股份有限公司,油田服务、钻井设备及配件,,,能源Ⅱ,非高新产业区,石油和天然气开采业,2015-11-23,,,,,3000.0,834427.OC,弘大能源,协议转让
东海证券股份有限公司,化工机械、环保机械,,,资本货物,非高新产业区,专用设备制造业,2015-11-23,,,,,3300.0,834450.OC,兴农环保,协议转让
英大证券有限责任公司,行业专用软件,900.0,60000.0,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-23,,20.0,2016-04-13 00:00:00,,3000.0,834465.OC,国科股份,协议转让
东北证券股份有限公司,冷冻食品、食品经销、休闲食品,11239.293,143646.862,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-20,,8.2,2016-04-14 00:00:00,,17517.91,834020.OC,东霖食品,做市转让
国海证券股份有限公司,电气仪器仪表,,,资本货物,郑州高新区,通用设备制造业,2015-11-20,,,,,3500.0,834051.OC,汇隆精密,协议转让
国泰君安证券股份有限公司,车身及外观设备,,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-20,,,,,2500.0,834072.OC,德隆股份,协议转让
国金证券股份有限公司,生物诊断试剂、诊断治疗设备,21.313,,医疗保健设备与服务,非高新产业区,批发业,2015-11-20,,,,,4242.8838,834099.OC,蓝怡科技,协议转让
湘财证券股份有限公司,通信终端设备,24925.4584,78440.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-20,,2.12,2016-04-14 00:00:00,,37000.0,834102.OC,电联股份,协议转让
中泰证券股份有限公司,传动设备,8039.5,54687.5,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-20,,3.5,2016-04-07 00:00:00,,15625.0,834137.OC,汇锋传动,协议转让
中山证券有限责任公司,网站、运营平台系统,8804.4436,25838.95,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-20,,1.85,2016-04-14 00:00:00,,13967.0,834171.OC,阿拉科技,协议转让
国金证券股份有限公司,汽车及零配件经销,6617.55,69600.0,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-20,,5.8,2016-04-13 00:00:00,,12000.0,834175.OC,冠盛集团,协议转让
中信建投证券股份有限公司,专业咨询服务,137.6666,,房地产,非高新产业区,房地产业,2015-11-20,,,,,3913.0,834209.OC,正合股份,协议转让
海通证券股份有限公司,专业咨询服务,33000.0,411106.5,软件与服务,中关村科技园区,互联网和相关服务,2015-11-20,,4.21,2016-04-14 00:00:00,,97650.0,834214.OC,百合网,协议转让
申万宏源证券有限公司,保健器具、家用美容器具,2161.25,53200.0,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2015-11-20,,9.5,2016-03-29 00:00:00,,5600.0,834224.OC,上海泰昌,协议转让
东兴证券股份有限公司,工业建筑,2533.3333,,公用事业Ⅱ,非高新产业区,电力、热力生产和供应业,2015-11-20,,,,,8000.0,834280.OC,源和电站,协议转让
光大证券股份有限公司,教育培训服务、专业咨询服务,,,商业和专业服务,非高新产业区,商务服务业,2015-11-20,,,,,1000.0,834313.OC,杰艾人力,协议转让
东兴证券股份有限公司,半导体材料,95.7447,,半导体与半导体生产设备,非高新产业区,电气机械和器材制造业,2015-11-20,,,,,1595.7447,834336.OC,欧耐尔,协议转让
中信证券股份有限公司,铝合金及制品、轻有色金属、锌,,,耐用消费品与服装,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-20,,,,,3000.0,834356.OC,金雅豪,协议转让
太平洋证券股份有限公司,专用设备与零部件,,,材料Ⅱ,非高新产业区,黑色金属冶炼和压延加工业,2015-11-20,,,,,900.0,834372.OC,容川机电,协议转让
国元证券股份有限公司,互联网服务、软件销售、投资银行业务、系统集成服务,,,软件与服务,芜湖高新区,软件和信息技术服务业,2015-11-20,,,,,5000.0,834392.OC,兆尹科技,协议转让
华鑫证券有限责任公司,变电设备、钢管类、输电设备,,,资本货物,非高新产业区,金属制品业,2015-11-20,,,,,10000.0,834394.OC,常峰股份,协议转让
浙商证券股份有限公司,原料药,,,食品与主要用品零售Ⅱ,非高新产业区,医药制造业,2015-11-20,,,,,1000.0,834402.OC,海昌药业,协议转让
民生证券股份有限公司,专业咨询服务,100.0,,商业和专业服务,非高新产业区,商务服务业,2015-11-19,,,,,2300.0,833907.OC,测聘网,协议转让
华创证券有限责任公司,特种纸,1430.9987,52139.1,材料Ⅱ,非高新产业区,造纸和纸制品业,2015-11-19,,13.0,2016-04-14 00:00:00,,4010.7,833967.OC,万极科技,做市转让
东兴证券股份有限公司,变电设备、电气仪器仪表,,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-19,,,,,5378.0,834040.OC,华信电气,协议转让
天风证券股份有限公司,其他化学品,1836.125,57915.0,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-19,,11.0,2016-03-24 00:00:00,,5265.0,834041.OC,恒业股份,做市转让
中原证券股份有限公司,其他农产品,1626.5,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-19,,,,,4781.0,834056.OC,伟恒生物,协议转让
东兴证券股份有限公司,互联网服务、专业咨询服务,,,商业和专业服务,非高新产业区,商务服务业,2015-11-19,,,,,1200.0,834067.OC,华勤互联,协议转让
东兴证券股份有限公司,体育用品,,,消费者服务Ⅱ,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-11-19,,,,,2030.0,834131.OC,水晶股份,协议转让
东兴证券股份有限公司,专业咨询服务、专用设备与零部件,200.0,,商业和专业服务,非高新产业区,专用设备制造业,2015-11-19,,,,,2000.0,834145.OC,蓝深环保,协议转让
湘财证券股份有限公司,电子元器件,460.37,11938.5,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-19,,3.79,2016-04-13 00:00:00,,3150.0,834148.OC,志凌伟业,协议转让
申万宏源证券有限公司,出版、广告代理、经销网站、运营平台系统,825.0,3120.0,资本货物,中关村科技园区,互联网和相关服务,2015-11-19,,2.08,2016-02-04 00:00:00,,1500.0,834161.OC,ST娱通,协议转让
国泰君安证券股份有限公司,铝加工材、其他木制品、纸板,386.0,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-19,,,,,4386.0,834201.OC,柳鑫股份,协议转让
安信证券股份有限公司,专业咨询服务,,,制药、生物科技与生命科学,中关村科技园区,专业技术服务业,2015-11-19,,,,,1000.0,834216.OC,德康莱,协议转让
国金证券股份有限公司,专业咨询服务,,,商业和专业服务,中关村科技园区,专业技术服务业,2015-11-19,,,,,18000.0,834256.OC,天地华泰,协议转让
广发证券股份有限公司,其他休闲用品、专业咨询服务,122.0,,耐用消费品与服装,非高新产业区,家具制造业,2015-11-19,,,,,5122.0,834312.OC,悠派智能,协议转让
东莞证券股份有限公司,其他物流、专业咨询服务,4671.822,248339.24742,商业和专业服务,非高新产业区,仓储业,2015-11-19,,13.61,2016-02-23 00:00:00,,18246.822,834337.OC,宏川智慧,协议转让
光大证券股份有限公司,专用设备与零部件、装饰材料,,,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-11-19,,,,,5000.0,834347.OC,天畅环保,协议转让
中信建投证券股份有限公司,医用辅助设备、诊断治疗设备、专业咨询服务,10882.7225,35583.2802,医疗保健设备与服务,中关村科技园区,专用设备制造业,2015-11-19,,2.25,2016-03-29 00:00:00,,15814.7912,834360.OC,天智航,协议转让
安信证券股份有限公司,涂料与油漆,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-19,,,,,1500.0,834370.OC,威旗科技,协议转让
国泰君安证券股份有限公司,建筑型材,,,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-11-18,,,,,3000.0,834073.OC,隆和节能,协议转让
中国银河证券股份有限公司,照明器具,2724.9375,91188.0,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2015-11-18,,17.88,2015-11-19 00:00:00,,5100.0,834103.OC,诚泰股份,协议转让
国泰君安证券股份有限公司,植物及花卉,,,食品、饮料与烟草,非高新产业区,农业,2015-11-18,,,,,1000.0,834120.OC,朵云清,协议转让
江海证券有限公司,高分子聚合物,522.23,,材料Ⅱ,非高新产业区,橡胶和塑料制品业,2015-11-18,,,,,3268.92,834153.OC,炜田新材,协议转让
财通证券股份有限公司,电信增值服务、互联网服务,129.5555,,软件与服务,非高新产业区,电信、广播电视和卫星传输服务,2015-11-18,,,,,1295.5555,834158.OC,鸿大网络,协议转让
国元证券股份有限公司,监控器材及系统、系统集成服务,4115.1485,44144.1,软件与服务,合肥高新区,软件和信息技术服务业,2015-11-18,,7.0,2015-12-30 00:00:00,,6306.3,834182.OC,工大高科,协议转让
